LineNo,UTC_Approx,TimeUS,TPE,PE,DVE,TVE,VE,DAE,TAE,AE
190652,2023-01-20 10:59:28.692672,689869958,292.7722,292.5512,-1.377289,-1.156351,-1.0741,-0.000581398,0.3535452,0.4795921
190683,2023-01-20 10:59:28.792642,689969943,292.6348,292.4521,-1.377349,-1.194634,-1.08064,-0.0006116867,0.2759983,0.3845344
190718,2023-01-20 10:59:28.884233,690069938,292.4976,292.3492,-1.377411,-1.229013,-1.08709,-0.0006414795,0.3135572,0.3298301
190751,2023-01-20 10:59:28.975207,690169988,292.3606,292.2417,-1.377476,-1.25857,-1.117429,-0.0006713867,0.3514325,0.3239482
190785,2023-01-20 10:59:29.072766,690269955,292.2236,292.1335,-1.377548,-1.287352,-1.125161,-0.0009742737,0.3389958,0.3266024
190815,2023-01-20 10:59:29.172867,690369965,292.0869,292.0239,-1.378007,-1.314999,-1.14372,-0.01164719,0.2971493,0.3192454
190848,2023-01-20 10:59:29.281306,690470349,291.9501,291.915,-1.380658,-1.34558,-1.174683,-0.04565025,0.2396672,0.2949402
190885,2023-01-20 10:59:29.391956,690570070,291.813,291.8038,-1.387543,-1.378286,-1.18925,-0.09431785,0.1445537,0.2445684
190920,2023-01-20 10:59:29.484341,690669992,291.6753,291.6942,-1.399655,-1.41862,-1.23537,-0.1538429,0.03481018,0.1726405
190950,2023-01-20 10:59:29.575307,690769943,291.5362,291.5772,-1.418729,-1.459745,-1.255169,-0.236339,-0.08193814,0.08376684
190983,2023-01-20 10:59:29.672874,690869950,291.3951,291.4568,-1.44678,-1.508538,-1.288141,-0.3336243,-0.2171871,-0.02174485
191014,2023-01-20 10:59:29.772858,690969936,291.2509,291.3316,-1.484453,-1.565195,-1.349865,-0.4320036,-0.3285407,-0.139781
191047,2023-01-20 10:59:29.872886,691069982,291.1028,291.2039,-1.531721,-1.632834,-1.397539,-0.5302208,-0.4886562,-0.2647161
191080,2023-01-20 10:59:29.972915,691170035,290.9498,291.0695,-1.588538,-1.708264,-1.499425,-0.6282789,-0.6018679,-0.4114487
191114,2023-01-20 10:59:30.072790,691269950,290.7911,290.9306,-1.654854,-1.794307,-1.542472,-0.7258211,-0.7939671,-0.5544075
191144,2023-01-20 10:59:30.172757,691369963,290.6257,290.7805,-1.73022,-1.885005,-1.65243,-0.8125204,-0.8540464,-0.6931136
191177,2023-01-20 10:59:30.273093,691470276,290.4528,290.6227,-1.812845,-1.982787,-1.741754,-0.8763372,-0.936434,-0.8003604
191209,2023-01-20 10:59:30.372814,691569948,290.2718,290.4555,-1.900769,-2.084538,-1.862753,-0.9259141,-0.9803482,-0.8871801
191244,2023-01-20 10:59:30.472866,691669988,290.0821,290.2828,-1.993051,-2.193794,-1.933924,-0.9650131,-1.10631,-0.958001
191276,2023-01-20 10:59:30.572870,691769993,289.8833,290.0996,-2.088041,-2.30431,-2.041905,-0.9816824,-1.134009,-1.036083
191309,2023-01-20 10:59:30.672791,691869962,289.6754,289.9085,-2.183755,-2.41688,-2.156566,-0.9831392,-1.174236,-1.074738
191340,2023-01-20 10:59:30.772706,691969943,289.458,289.7024,-2.279492,-2.523886,-2.282109,-0.9831078,-1.172932,-1.126283
191372,2023-01-20 10:59:30.872641,692069937,289.2314,289.4682,-2.375228,-2.612044,-2.384106,-0.9830818,-1.0542,-1.138517
191404,2023-01-20 10:59:30.972638,692169991,288.9955,289.2183,-2.470888,-2.6937,-2.515459,-0.9802431,-0.955491,-1.085815
191438,2023-01-20 10:59:31.072628,692269975,288.7503,288.9688,-2.565481,-2.783996,-2.593016,-0.9595676,-1.013207,-1.059532
191468,2023-01-20 10:59:31.172685,692370001,288.4963,288.7137,-2.656912,-2.874275,-2.713519,-0.9175914,-0.9981992,-1.086681
191502,2023-01-20 10:59:31.272939,692470248,288.2337,288.4538,-2.743766,-2.963883,-2.773386,-0.8690094,-1.038735,-1.103293
191534,2023-01-20 10:59:31.372636,692569946,287.963,288.1882,-2.825854,-3.05101,-2.857124,-0.8204207,-1.03081,-1.136454
191569,2023-01-20 10:59:31.472660,692669964,287.6848,287.9191,-2.903184,-3.1375,-2.897303,-0.7718545,-1.117926,-1.135817
191599,2023-01-20 10:59:31.572637,692769933,287.3993,287.6428,-2.97577,-3.219188,-2.995576,-0.7233068,-1.09948,-1.155966
191632,2023-01-20 10:59:31.672669,692869965,287.1071,287.3661,-3.043621,-3.302605,-3.030612,-0.6747757,-1.149645,-1.159761
191663,2023-01-20 10:59:31.772645,692969944,286.8087,287.0782,-3.106744,-3.376256,-3.117781,-0.6262578,-1.113315,-1.163237
191696,2023-01-20 10:59:31.872694,693069981,286.5045,286.7849,-3.165146,-3.445634,-3.167678,-0.5777517,-1.083501,-1.134483
191729,2023-01-20 10:59:31.972725,693169994,286.1948,286.486,-3.218834,-3.510045,-3.238452,-0.5292532,-1.059891,-1.117335
191763,2023-01-20 10:59:32.072690,693269971,285.8802,286.1797,-3.267813,-3.567345,-3.294898,-0.4807588,-1.050937,-1.088272
191793,2023-01-20 10:59:32.172647,693369952,285.561,285.8657,-3.312093,-3.61676,-3.33819,-0.4322612,-1.021823,-1.076153
191827,2023-01-20 10:59:32.272777,693470083,285.2378,285.5547,-3.351676,-3.668649,-3.381504,-0.3837527,-1.039744,-1.062178
191859,2023-01-20 10:59:32.372641,693569940,284.9108,285.2346,-3.386563,-3.710372,-3.412188,-0.3352304,-1.006014,-1.050821
191894,2023-01-20 10:59:32.472678,693669975,284.5805,284.9161,-3.416752,-3.752318,-3.474231,-0.2866892,-0.9797949,-1.02067
191925,2023-01-20 10:59:32.572696,693769993,284.2474,284.5954,-3.442237,-3.790245,-3.464807,-0.2381275,-1.000278,-1.015259
191959,2023-01-20 10:59:32.672665,693869961,283.9119,284.2702,-3.463015,-3.821374,-3.510471,-0.1895449,-0.9573402,-0.9978811
191990,2023-01-20 10:59:32.772648,693969942,283.5744,283.9391,-3.479079,-3.843747,-3.568726,-0.1409377,-0.8654674,-0.9803441
192023,2023-01-20 10:59:32.872622,694069940,283.2354,283.606,-3.490422,-3.861086,-3.56069,-0.09230257,-0.876606,-0.9414376
192056,2023-01-20 10:59:32.972644,694169996,282.8952,283.2631,-3.497056,-3.864869,-3.597417,-0.04473425,-0.7814437,-0.8905976
192090,2023-01-20 10:59:33.072601,694269944,282.5544,282.9208,-3.499601,-3.866046,-3.578821,-0.01121735,-0.787966,-0.8412383
192120,2023-01-20 10:59:33.172691,694370009,282.213,282.5795,-3.500004,-3.866488,-3.619132,-0.0003419514,-0.7852038,-0.8221779
192154,2023-01-20 10:59:33.272815,694470122,281.8712,282.2387,-3.500008,-3.867469,-3.614854,0,-0.8124232,-0.8183309
192187,2023-01-20 10:59:33.372633,694569934,281.5292,281.8957,-3.500008,-3.866531,-3.598053,0,-0.7991766,-0.8225126
192222,2023-01-20 10:59:33.472657,694669968,281.1868,281.5641,-3.500008,-3.877254,-3.655153,0,-0.8527114,-0.825817
192253,2023-01-20 10:59:33.572610,694769938,280.8442,281.2266,-3.500008,-3.88243,-3.630051,0,-0.855925,-0.8584664
192286,2023-01-20 10:59:33.672640,694869959,280.5012,280.8893,-3.500008,-3.888035,-3.665351,0,-0.7943906,-0.848137
192317,2023-01-20 10:59:33.772641,694969941,280.158,280.5494,-3.500008,-3.891434,-3.693925,0,-0.7743149,-0.8257305
192352,2023-01-20 10:59:33.872662,695069980,279.8145,280.2052,-3.500008,-3.890731,-3.701091,0,-0.7217716,-0.7957779
192385,2023-01-20 10:59:33.972646,695169995,279.4708,279.8557,-3.500008,-3.88493,-3.714405,0,-0.6864294,-0.7743447
192419,2023-01-20 10:59:34.072595,695269938,279.1268,279.5105,-3.500008,-3.883758,-3.75384,0,-0.6596958,-0.7468095
192449,2023-01-20 10:59:34.172632,695369954,278.7825,279.1566,-3.500008,-3.87409,-3.771799,0,-0.6079941,-0.7266253
192483,2023-01-20 10:59:34.272651,695469961,278.4381,278.8027,-3.500008,-3.864656,-3.790856,0,-0.552581,-0.6787186
192515,2023-01-20 10:59:34.372640,695569942,278.0934,278.4448,-3.500008,-3.851434,-3.801106,0,-0.5705951,-0.6397381
192550,2023-01-20 10:59:34.472709,695670009,277.7485,278.0914,-3.500008,-3.842918,-3.784109,0,-0.6089906,-0.627557
192581,2023-01-20 10:59:34.572643,695769942,277.4034,277.7313,-3.500008,-3.827859,-3.784186,0,-0.5910989,-0.6264024
192614,2023-01-20 10:59:34.672678,695869976,277.0582,277.3713,-3.500008,-3.813113,-3.785586,0,-0.5512345,-0.6081933
192645,2023-01-20 10:59:34.772641,695969938,276.7127,277.0117,-3.500008,-3.798992,-3.784543,0,-0.466233,-0.5865285
192679,2023-01-20 10:59:34.872626,696069941,276.3671,276.6493,-3.500008,-3.782234,-3.791819,0,-0.440862,-0.5370914
192712,2023-01-20 10:59:34.972654,696169995,276.0212,276.2843,-3.500008,-3.763055,-3.781442,0,-0.4358034,-0.5120361
192746,2023-01-20 10:59:35.072608,696269944,275.6753,275.9266,-3.500008,-3.751336,-3.809187,0,-0.4164915,-0.5036042
192776,2023-01-20 10:59:35.172690,696370010,275.3291,275.5637,-3.500008,-3.734519,-3.782505,0,-0.424596,-0.4997008
192810,2023-01-20 10:59:35.272657,696469965,274.9829,275.2036,-3.500008,-3.72075,-3.744382,0,-0.4480157,-0.4810739
192842,2023-01-20 10:59:35.372640,696569936,274.6364,274.8464,-3.500008,-3.710027,-3.731806,0,-0.487846,-0.5002823
192877,2023-01-20 10:59:35.472646,696669963,274.2899,274.4938,-3.500008,-3.703914,-3.715154,0,-0.5715224,-0.5168285
192908,2023-01-20 10:59:35.572605,696769956,273.9431,274.1427,-3.500008,-3.699539,-3.727401,0,-0.5504563,-0.5725649
192942,2023-01-20 10:59:35.672647,696869983,273.5963,273.7955,-3.500008,-3.699207,-3.697232,0,-0.6018866,-0.6067249
192973,2023-01-20 10:59:35.772694,696969996,273.2494,273.4421,-3.500008,-3.692801,-3.693299,0,-0.5733294,-0.6367251
193006,2023-01-20 10:59:35.872646,697069957,272.9023,273.0883,-3.500008,-3.685984,-3.654119,0,-0.565086,-0.6354408
193039,2023-01-20 10:59:35.972644,697169979,272.5551,272.7349,-3.500008,-3.679774,-3.636046,0,-0.5523272,-0.620141
193073,2023-01-20 10:59:36.072589,697269936,272.2078,272.375,-3.500008,-3.667176,-3.656535,0,-0.5067039,-0.5921642
193103,2023-01-20 10:59:36.172622,697369975,271.8604,272.0128,-3.500008,-3.65243,-3.654081,0,-0.4751891,-0.5591319
193137,2023-01-20 10:59:36.272618,697469951,271.5129,271.6571,-3.500008,-3.644207,-3.664399,0,-0.4771945,-0.5261597
193169,2023-01-20 10:59:36.372646,697569948,271.1653,271.2973,-3.500008,-3.632078,-3.680152,0,-0.4340876,-0.5230742
193204,2023-01-20 10:59:36.472715,697670021,270.8176,270.9449,-3.500008,-3.627312,-3.640831,0,-0.5074956,-0.5136643
193235,2023-01-20 10:59:36.572620,697769943,270.4698,270.5967,-3.500008,-3.626981,-3.639279,0,-0.5053603,-0.5316022
193268,2023-01-20 10:59:36.672636,697869952,270.1219,270.2461,-3.500008,-3.624246,-3.640677,0,-0.5007054,-0.5518166
193299,2023-01-20 10:59:36.772638,697969938,269.7739,269.8932,-3.500008,-3.619285,-3.650401,0,-0.4751507,-0.5518872
193332,2023-01-20 10:59:36.872620,698069941,269.4259,269.5456,-3.500008,-3.619754,-3.609828,0,-0.5074338,-0.5326659
193366,2023-01-20 10:59:36.972636,698169992,269.0778,269.1929,-3.500008,-3.615106,-3.620135,0,-0.5166014,-0.5415418
193400,2023-01-20 10:59:37.072641,698269986,268.7296,268.8447,-3.500008,-3.615164,-3.627712,0,-0.5237146,-0.5443797
193430,2023-01-20 10:59:37.172635,698369952,268.3813,268.4998,-3.500008,-3.618445,-3.611304,0,-0.5585542,-0.5620689
193464,2023-01-20 10:59:37.272650,698469954,268.033,268.1511,-3.500008,-3.618133,-3.581275,0,-0.5679181,-0.5641629
193496,2023-01-20 10:59:37.372641,698569937,267.6846,267.8,-3.500008,-3.615398,-3.624848,0,-0.520969,-0.5582685
193531,2023-01-20 10:59:37.472690,698669991,267.3361,267.4538,-3.500008,-3.617664,-3.608653,0,-0.5915992,-0.5575054
193562,2023-01-20 10:59:37.572632,698769943,266.9876,267.111,-3.500008,-3.623348,-3.598492,0,-0.608678,-0.5919057
193595,2023-01-20 10:59:37.672654,698869962,266.639,266.766,-3.500008,-3.627,-3.595155,0,-0.5782102,-0.6042094
193626,2023-01-20 10:59:37.772692,698969991,266.2904,266.4178,-3.500008,-3.62741,-3.630411,0,-0.4602663,-0.5825844
193659,2023-01-20 10:59:37.872631,699069936,265.9417,266.0715,-3.500008,-3.629812,-3.654227,0,-0.4290134,-0.5476473
193692,2023-01-20 10:59:37.972669,699169987,265.593,265.7169,-3.500008,-3.623895,-3.655368,0,-0.3679043,-0.4911393
193726,2023-01-20 10:59:38.072601,699269935,265.2442,265.3569,-3.500008,-3.612684,-3.680999,0,-0.2530972,-0.4071352
193756,2023-01-20 10:59:38.172610,699369961,264.8953,264.996,-3.500008,-3.600672,-3.695106,0,-0.2069984,-0.3316884
193790,2023-01-20 10:59:38.272638,699469972,264.5464,264.6356,-3.500008,-3.589129,-3.717279,0,-0.172534,-0.2672115
193822,2023-01-20 10:59:38.372678,699569982,264.1975,264.2753,-3.500008,-3.577742,-3.693932,0,-0.2077162,-0.2449159
193857,2023-01-20 10:59:38.472674,699669973,263.8485,263.9185,-3.500008,-3.569969,-3.714576,0,-0.2366314,-0.2545382
193888,2023-01-20 10:59:38.572638,699769940,263.4995,263.5568,-3.500008,-3.557215,-3.65891,0,-0.2743504,-0.2638997
193921,2023-01-20 10:59:38.672627,699869953,263.1505,263.1986,-3.500008,-3.548035,-3.631573,0,-0.3233249,-0.2747642
193952,2023-01-20 10:59:38.772588,699969945,262.8014,262.8445,-3.500008,-3.543094,-3.634498,0,-0.3181536,-0.2983664
193985,2023-01-20 10:59:38.872591,700069942,262.4523,262.4865,-3.500008,-3.534168,-3.612081,0,-0.2834138,-0.314519
194020,2023-01-20 10:59:38.972661,700169991,262.1031,262.1275,-3.500008,-3.524363,-3.622071,0,-0.2600736,-0.3127068
194054,2023-01-20 10:59:39.072668,700269984,261.754,261.7758,-3.500008,-3.521844,-3.620462,0,-0.270172,-0.3046316
194085,2023-01-20 10:59:39.172653,700369957,261.4048,261.4214,-3.500008,-3.516688,-3.621481,0,-0.265091,-0.3053785
194119,2023-01-20 10:59:39.272656,700469955,261.0555,261.068,-3.500008,-3.512567,-3.609073,0,-0.2607671,-0.3136249
194151,2023-01-20 10:59:39.372645,700569942,260.7062,260.7175,-3.500008,-3.511317,-3.593976,0,-0.2855436,-0.3209963
194186,2023-01-20 10:59:39.465970,700669974,260.3569,260.3639,-3.500008,-3.506961,-3.572701,0,-0.3048543,-0.3334156
194217,2023-01-20 10:59:39.556712,700769943,260.0076,260.0098,-3.500008,-3.502215,-3.550931,0,-0.3137401,-0.3392471
194250,2023-01-20 10:59:39.658308,700870011,259.6582,259.6592,-3.500008,-3.500984,-3.517266,0,-0.3586322,-0.3430483
194281,2023-01-20 10:59:39.769561,700969950,259.3088,259.3051,-3.500008,-3.496336,-3.498707,0,-0.3577307,-0.3530427
194314,2023-01-20 10:59:39.865929,701069941,258.9594,258.9464,-3.500008,-3.48698,-3.500871,0,-0.3105165,-0.3465254
194347,2023-01-20 10:59:39.956726,701169990,258.61,258.59,-3.500008,-3.480067,-3.536247,0,-0.2679134,-0.3221489
194381,2023-01-20 10:59:40.052256,701269941,258.2606,258.2321,-3.500008,-3.47159,-3.550778,0,-0.2614391,-0.3210633
194411,2023-01-20 10:59:40.152256,701369961,257.9111,257.8765,-3.500008,-3.465438,-3.527652,0,-0.3182414,-0.3340899
194445,2023-01-20 10:59:40.252267,701469963,257.5615,257.5217,-3.500008,-3.460184,-3.495677,0,-0.3685961,-0.3602543
194477,2023-01-20 10:59:40.352338,701569999,257.212,257.1714,-3.500008,-3.459461,-3.469473,0,-0.3940237,-0.3951468
194512,2023-01-20 10:59:40.452310,701669963,256.8624,256.8169,-3.500008,-3.4545,-3.487993,0,-0.3023833,-0.3911678
194543,2023-01-20 10:59:40.552277,701769947,256.5129,256.4625,-3.500008,-3.449617,-3.449464,0,-0.3262505,-0.3760613
194576,2023-01-20 10:59:40.652285,701869956,256.1634,256.1153,-3.500008,-3.451981,-3.467373,0,-0.3313599,-0.3699943
194607,2023-01-20 10:59:40.752299,701969956,255.8138,255.7677,-3.500008,-3.453895,-3.463382,0,-0.3904366,-0.3735113
194641,2023-01-20 10:59:40.852267,702069950,255.4642,255.4213,-3.500008,-3.457117,-3.472259,0,-0.4030628,-0.3929165
194719,2023-01-20 10:59:40.952286,702170031,255.1145,255.0788,-3.500008,-3.464305,-3.412253,0,-0.4597496,-0.4168927
194753,2023-01-20 10:59:41.052184,702269936,254.7649,254.7323,-3.500008,-3.467449,-3.427168,0,-0.4309558,-0.4223861
194783,2023-01-20 10:59:41.152258,702369966,254.4152,254.3849,-3.500008,-3.469754,-3.425141,0,-0.408398,-0.4074271
194818,2023-01-20 10:59:41.252262,702469952,254.0655,254.0391,-3.500008,-3.473543,-3.477687,0,-0.3965988,-0.4144563
194850,2023-01-20 10:59:41.352246,702569940,253.7159,253.6877,-3.500008,-3.471883,-3.434263,0,-0.3976536,-0.3974741
194885,2023-01-20 10:59:41.452272,702669976,253.3662,253.3353,-3.500008,-3.469168,-3.453137,0,-0.3170816,-0.3731901
194916,2023-01-20 10:59:41.552227,702769945,253.0165,252.985,-3.500008,-3.468543,-3.4839,0,-0.2919319,-0.33829
194949,2023-01-20 10:59:41.652276,702869998,252.6668,252.6321,-3.500008,-3.465242,-3.457114,0,-0.2859435,-0.3059406
194979,2023-01-20 10:59:41.752218,702969937,252.3171,252.2796,-3.500008,-3.462488,-3.478538,0,-0.2709116,-0.285609
195013,2023-01-20 10:59:41.852192,703069938,251.9675,251.9271,-3.500008,-3.459598,-3.49762,0,-0.2476423,-0.268131
195046,2023-01-20 10:59:41.952190,703169990,251.6177,251.5692,-3.500008,-3.451473,-3.494379,0,-0.2146911,-0.2470039
195079,2023-01-20 10:59:42.052144,703269948,251.2679,251.2142,-3.500008,-3.446336,-3.494122,0,-0.2035221,-0.223272
195110,2023-01-20 10:59:42.152202,703369965,250.9181,250.864,-3.500008,-3.445926,-3.50253,0,-0.1753186,-0.1969925
195144,2023-01-20 10:59:42.252270,703470000,250.5683,250.5048,-3.500008,-3.436551,-3.508667,0,-0.07205449,-0.1590561
195176,2023-01-20 10:59:42.352230,703569936,250.2184,250.1417,-3.500008,-3.42323,-3.545523,0,0.05723712,-0.07952935
195211,2023-01-20 10:59:42.452277,703669980,249.8686,249.7829,-3.500008,-3.414324,-3.56275,0,0.05537672,-0.01575697
195242,2023-01-20 10:59:42.552202,703769924,249.5188,249.4214,-3.500008,-3.402606,-3.552746,0,0.07410419,0.03004235
195275,2023-01-20 10:59:42.652221,703869951,249.169,249.0595,-3.500008,-3.390535,-3.574184,0,0.1460426,0.07139852
195305,2023-01-20 10:59:42.752211,703969942,248.8192,248.7015,-3.500008,-3.382273,-3.558067,0,0.1244589,0.1141159
195339,2023-01-20 10:59:42.852205,704069940,248.4694,248.339,-3.500008,-3.369578,-3.543644,0,0.1679492,0.139607
195372,2023-01-20 10:59:42.952288,704170030,248.1196,247.9764,-3.500008,-3.356766,-3.592975,0,0.2453193,0.1781974
195405,2023-01-20 10:59:43.052204,704269940,247.7698,247.6192,-3.500008,-3.349461,-3.53227,0,0.1794446,0.2058976
195436,2023-01-20 10:59:43.152238,704369956,247.42,247.2604,-3.500008,-3.340477,-3.55297,0,0.2080045,0.2057897
195469,2023-01-20 10:59:43.252233,704469947,247.0702,246.9002,-3.500008,-3.330008,-3.524943,0,0.2045648,0.2044363
195502,2023-01-20 10:59:43.352219,704569944,246.7204,246.5392,-3.500008,-3.318816,-3.492352,0,0.2192181,0.219777
195538,2023-01-20 10:59:43.452231,704669963,246.3705,246.1847,-3.500008,-3.314168,-3.496411,0,0.1972622,0.2138773
195569,2023-01-20 10:59:43.552240,704769975,246.0207,245.8297,-3.500008,-3.308934,-3.488039,0,0.1669743,0.2029689
195602,2023-01-20 10:59:43.652273,704870000,245.6709,245.4781,-3.500008,-3.307215,-3.442167,0,0.110269,0.1679779
195632,2023-01-20 10:59:43.752232,704969939,245.3211,245.1335,-3.500008,-3.31241,-3.433922,0,0.02715249,0.119488
195666,2023-01-20 10:59:43.852224,705069935,244.9713,244.7875,-3.500008,-3.316219,-3.420005,0,-0.0115932,0.0647507
195701,2023-01-20 10:59:43.952247,705169982,244.6215,244.4434,-3.500008,-3.321844,-3.377801,0,-0.0330476,0.02736901
195734,2023-01-20 10:59:44.052211,705269944,244.2717,244.1041,-3.500008,-3.332391,-3.370172,0,-0.06056647,-0.01548324
195765,2023-01-20 10:59:44.152252,705369959,243.9219,243.7615,-3.500008,-3.339656,-3.348648,0,-0.02254779,-0.02106941
195799,2023-01-20 10:59:44.252312,705470016,243.5721,243.4202,-3.500008,-3.348074,-3.417768,0,0.05071341,-0.01398082
195831,2023-01-20 10:59:44.352223,705569945,243.2223,243.0826,-3.500008,-3.360301,-3.406235,0,-0.00760448,-0.01805401
195866,2023-01-20 10:59:44.452237,705669968,242.8725,242.7414,-3.500008,-3.368953,-3.396583,0,-0.01121982,-0.02219808
195897,2023-01-20 10:59:44.552211,705769942,242.5226,242.4004,-3.500008,-3.377801,-3.411181,0,-0.05336323,-0.04168927
195930,2023-01-20 10:59:44.652225,705869957,242.1729,242.0619,-3.500008,-3.38909,-3.388812,0,-0.1014546,-0.07725018
195960,2023-01-20 10:59:44.752204,705969937,241.823,241.7196,-3.500008,-3.396551,-3.398925,0,-0.1085085,-0.09391851
195994,2023-01-20 10:59:44.852241,706069978,241.4732,241.3784,-3.500008,-3.405203,-3.37966,0,-0.1281039,-0.1136992
196027,2023-01-20 10:59:44.952287,706170032,241.1234,241.0415,-3.500008,-3.418035,-3.383846,0,-0.1809195,-0.1391185
196060,2023-01-20 10:59:45.052211,706269948,240.7736,240.701,-3.500008,-3.42743,-3.3888,0,-0.1602929,-0.1622277
196091,2023-01-20 10:59:45.152244,706369959,240.4238,240.3606,-3.500008,-3.436785,-3.409036,0,-0.1250987,-0.1760666
196125,2023-01-20 10:59:45.252246,706469952,240.074,240.0225,-3.500008,-3.448504,-3.413677,0,-0.1446446,-0.1743068
196157,2023-01-20 10:59:45.352229,706569938,239.7242,239.6794,-3.500008,-3.455262,-3.44817,0,-0.0747033,-0.1586123
196192,2023-01-20 10:59:45.452143,706669978,239.3744,239.3326,-3.500008,-3.45825,-3.433537,0,-0.1141849,-0.1382898
196224,2023-01-20 10:59:45.551927,706769998,239.0246,238.9859,-3.500008,-3.461316,-3.430884,0,-0.09340402,-0.1083004
196257,2023-01-20 10:59:45.652167,706870328,238.6746,238.6328,-3.500008,-3.45825,-3.423835,0,-0.09565389,-0.1050137
196287,2023-01-20 10:59:45.752209,706970324,238.3245,238.2783,-3.500008,-3.453758,-3.454319,0,-0.08598696,-0.09625425
196322,2023-01-20 10:59:45.852193,707070316,237.9744,237.9267,-3.500008,-3.452235,-3.418164,0,-0.1206468,-0.1036036
196355,2023-01-20 10:59:45.952180,707170360,237.6243,237.5715,-3.500008,-3.447137,-3.450383,0,-0.07139487,-0.1043429
196388,2023-01-20 10:59:46.052154,707270332,237.2743,237.2169,-3.500008,-3.442645,-3.449347,0,-0.07545176,-0.1013294
196419,2023-01-20 10:59:46.152213,707370336,236.9242,236.8673,-3.500008,-3.443074,-3.413054,0,-0.1396899,-0.0983284
196453,2023-01-20 10:59:46.252280,707470376,236.5741,236.5134,-3.500008,-3.439266,-3.41797,0,-0.1729169,-0.131252
196485,2023-01-20 10:59:46.352243,707570336,236.2241,236.1611,-3.500008,-3.43702,-3.394272,0,-0.2825778,-0.1879806
196520,2023-01-20 10:59:46.452237,707670336,235.874,235.8143,-3.500008,-3.440281,-3.339377,0,-0.4397523,-0.281051
196551,2023-01-20 10:59:46.552198,707770311,235.5239,235.4664,-3.500008,-3.442547,-3.318554,0,-0.4630563,-0.365245
196584,2023-01-20 10:59:46.652218,707870361,235.1738,235.1279,-3.500008,-3.454051,-3.326284,0,-0.541422,-0.4523219
196614,2023-01-20 10:59:46.752122,707970309,234.8237,234.7947,-3.500008,-3.470945,-3.327001,0,-0.5313554,-0.5167865
196648,2023-01-20 10:59:46.852168,708070355,234.4737,234.4647,-3.500008,-3.491082,-3.329756,0,-0.5580932,-0.558246
196681,2023-01-20 10:59:46.952189,708170335,234.1236,234.127,-3.500008,-3.503367,-3.33654,0,-0.4971926,-0.5570806
196714,2023-01-20 10:59:47.052190,708270307,233.7735,233.7936,-3.500008,-3.520086,-3.368125,0,-0.4533251,-0.5348079
196745,2023-01-20 10:59:47.152232,708370333,233.4234,233.4579,-3.500008,-3.534422,-3.368301,0,-0.4756372,-0.516792
196779,2023-01-20 10:59:47.252380,708470343,233.0734,233.1183,-3.500008,-3.544949,-3.368045,0,-0.5067639,-0.4994074
196811,2023-01-20 10:59:47.352600,708570314,232.7233,232.7776,-3.500008,-3.554285,-3.399939,0,-0.5003257,-0.4905001
196846,2023-01-20 10:59:47.452720,708670339,232.3732,232.4381,-3.500008,-3.564852,-3.460466,0,-0.4477183,-0.4948539
196877,2023-01-20 10:59:47.552715,708770375,232.0232,232.0932,-3.500008,-3.570008,-3.449714,0,-0.4317583,-0.4755162
196910,2023-01-20 10:59:47.652676,708870340,231.6731,231.742,-3.500008,-3.568895,-3.458319,0,-0.3443871,-0.4342599
196941,2023-01-20 10:59:47.752669,708970305,231.323,231.3889,-3.500008,-3.565867,-3.510532,0,-0.251683,-0.361844
196975,2023-01-20 10:59:47.852678,709070328,230.9729,231.0272,-3.500008,-3.554324,-3.498557,0,-0.1871675,-0.2925232
197008,2023-01-20 10:59:47.952658,709170358,230.6228,230.6627,-3.500008,-3.539852,-3.575154,0,-0.1259254,-0.2218837
197041,2023-01-20 10:59:48.052615,709270311,230.2728,230.3037,-3.500008,-3.530906,-3.524419,0,-0.2083668,-0.1952339
197072,2023-01-20 10:59:48.152744,709370387,229.9227,229.9439,-3.500008,-3.521238,-3.513205,0,-0.2549963,-0.2060307
197106,2023-01-20 10:59:48.252627,709470330,229.5726,229.5847,-3.500008,-3.512137,-3.534083,0,-0.2749701,-0.2410202
197139,2023-01-20 10:59:48.352499,709570363,229.2225,229.2297,-3.500008,-3.507215,-3.502181,0,-0.3281137,-0.2719193
197175,2023-01-20 10:59:48.453008,709670958,228.8725,228.8674,-3.500008,-3.49491,-3.475508,0,-0.291036,-0.2887711
197206,2023-01-20 10:59:48.552956,709770924,228.5224,228.511,-3.500008,-3.488582,-3.464425,0,-0.3326792,-0.3151014
197239,2023-01-20 10:59:48.648215,709870945,228.1723,228.1749,-3.500008,-3.502586,-3.43909,0,-0.5339168,-0.3804713
197269,2023-01-20 10:59:48.739247,709970952,227.8222,227.8423,-3.500008,-3.520086,-3.438099,0,-0.5894824,-0.4870325
197304,2023-01-20 10:59:48.833262,710070979,227.4722,227.5078,-3.500008,-3.535691,-3.417863,0,-0.6129637,-0.5566057
197338,2023-01-20 10:59:48.933174,710170959,227.1221,227.1753,-3.500008,-3.553191,-3.412469,0,-0.6728631,-0.6019391
197371,2023-01-20 10:59:49.033096,710270912,226.772,226.8365,-3.500008,-3.5645,-3.41401,0,-0.6423758,-0.6351315
197402,2023-01-20 10:59:49.133162,710370932,226.422,226.4945,-3.500008,-3.572586,-3.431748,0,-0.6245329,-0.6459131
197436,2023-01-20 10:59:49.233183,710470929,226.0719,226.1535,-3.500008,-3.58159,-3.424096,0,-0.6889981,-0.6491225
