LineNo,UTC_Approx,TimeUS,I,GyrX,GyrY,GyrZ,AccX,AccY,AccZ,EG,EA,T,GH,AH,GHz,AHz
190593,2023-01-20 10:59:28.519850,689697135,0,-0.1077788,-0.07383564,0.02706608,0.5467154,-0.2642131,-10.03924,0,0,28.0729,1,1,7974,996
190594,2023-01-20 10:59:28.559840,689737119,0,-0.06362314,-0.09402751,0.02315382,0.6188173,-0.2159054,-10.01333,0,0,28.07375,1,1,7974,996
190625,2023-01-20 10:59:28.600171,689777443,0,-0.03414167,-0.1205982,0.02067239,0.6516424,-0.1829291,-9.806623,0,0,28.0747,1,1,7974,996
190626,2023-01-20 10:59:28.640613,689817891,0,0.01963081,-0.1472116,0.01339902,0.6746762,-0.1016691,-9.774382,0,0,28.0759,1,1,7974,996
190628,2023-01-20 10:59:28.679945,689857229,0,0.0385181,-0.08177192,0.008078671,0.5110039,-0.1280254,-9.858402,0,0,28.07724,1,1,7974,996
190656,2023-01-20 10:59:28.719856,689897146,0,0.0439353,-0.05436074,-0.009361885,0.4458984,-0.2387837,-9.87792,0,0,28.07835,1,1,7974,996
190657,2023-01-20 10:59:28.759834,689937130,0,0.03708707,-0.02742037,-0.01077203,0.4224828,-0.2931613,-9.800771,0,0,28.0798,1,1,7974,996
190689,2023-01-20 10:59:28.800156,689977474,0,0.05143695,-0.006009719,-0.01950925,0.4557248,-0.2432991,-9.755211,0,0,28.08078,1,1,7974,996
190690,2023-01-20 10:59:28.836663,690017623,0,0.07315502,-0.001575559,-0.03825448,0.5074325,-0.1042611,-9.708263,0,0,28.08142,1,1,7974,996
190694,2023-01-20 10:59:28.872888,690057462,0,0.09614222,0.01653062,-0.04587633,0.4882953,-0.1336995,-9.654325,0,0,28.08254,1,1,7974,996
190723,2023-01-20 10:59:28.908963,690097136,0,0.05511428,0.01446263,-0.05366986,0.4420089,-0.1697932,-9.842921,0,0,28.08412,1,1,7974,996
190724,2023-01-20 10:59:28.945575,690137400,0,-0.0122481,0.02476845,-0.06340655,0.4087497,-0.2794374,-9.788284,0,0,28.08598,1,1,7974,996
190755,2023-01-20 10:59:28.981960,690177415,0,-0.03183141,-0.006351534,-0.04585107,0.500735,-0.2410298,-9.609596,0,0,28.08761,1,1,7974,996
190758,2023-01-20 10:59:29.021229,690218465,0,-0.05978892,-0.0265371,-0.04491332,0.5253277,-0.1598495,-9.668973,0,0,28.0892,1,1,7974,996
190761,2023-01-20 10:59:29.060007,690257208,0,-0.08524951,0.00785346,-0.04078954,0.4624767,-0.05598343,-9.643074,0,0,28.09041,1,1,7974,996
190789,2023-01-20 10:59:29.099972,690297137,0,-0.05905046,0.01947686,-0.04950475,0.4416603,-0.02100498,-9.718727,0,0,28.09174,1,1,7974,996
190790,2023-01-20 10:59:29.140015,690337143,0,0.01203752,-0.01870343,-0.03112425,0.4982633,-0.08237574,-9.730818,0,0,28.09336,1,1,7974,996
190819,2023-01-20 10:59:29.180341,690377433,0,0.04684183,-0.04484464,-0.01861115,0.5383665,-0.02900718,-9.568657,0,0,28.09498,1,1,7974,996
190822,2023-01-20 10:59:29.223738,690418467,0,0.04572989,-0.03869824,-0.01304414,0.5006741,0.02032996,-9.443009,0,0,28.09673,1,1,7974,996
190824,2023-01-20 10:59:29.266671,690457160,0,0.01785694,-0.06793471,-0.0001439935,0.4928518,0.009925305,-9.653198,0,0,28.09756,1,1,7974,996
190852,2023-01-20 10:59:29.311048,690497154,0,0.01352761,-0.1400322,0.007787207,0.5356833,-0.04135161,-9.80802,0,0,28.09807,1,1,7974,996
190858,2023-01-20 10:59:29.356320,690537954,0,0.00764432,-0.1680507,0.02989817,0.5560579,-0.05177271,-9.751638,0,0,28.0984,1,1,7974,996
190891,2023-01-20 10:59:29.400143,690577477,0,0.01861596,-0.2021677,0.04787806,0.604957,0.01668504,-9.684138,0,0,28.09774,1,1,7974,996
190892,2023-01-20 10:59:29.436635,690617574,0,0.004666834,-0.2080106,0.0730942,0.5837938,-0.02488992,-9.723323,0,0,28.09683,1,1,7974,996
190893,2023-01-20 10:59:29.472756,690657263,0,0.05218556,-0.2022901,0.1027636,0.5519964,-0.10464,-9.789594,0,0,28.09661,1,1,7974,996
190924,2023-01-20 10:59:29.509048,690697139,0,0.06959653,-0.2021326,0.1270642,0.5844412,-0.09158306,-9.65186,0,0,28.09765,1,1,7974,996
190925,2023-01-20 10:59:29.545440,690737126,0,0.1267699,-0.1860906,0.1406621,0.5653603,-0.003186268,-9.294601,0,0,28.09935,1,1,7974,996
190954,2023-01-20 10:59:29.582155,690777467,0,0.1852776,-0.1893357,0.1283802,0.5019513,0.0244142,-9.472877,0,0,28.10088,1,1,7974,996
190957,2023-01-20 10:59:29.621439,690818514,0,0.1814959,-0.197807,0.1258485,0.4549939,-0.01777196,-9.650582,0,0,28.10246,1,1,7974,996
190958,2023-01-20 10:59:29.660146,690857222,0,0.1932829,-0.2234628,0.1149061,0.4214453,0.009492072,-9.645416,0,0,28.1034,1,1,7974,996
190987,2023-01-20 10:59:29.700155,690897232,0,0.1184987,-0.2298515,0.1091966,0.3828788,-0.03659997,-9.677426,0,0,28.10433,1,1,7974,996
190988,2023-01-20 10:59:29.740035,690937112,0,0.09218638,-0.2360506,0.1251796,0.4973961,-0.06852078,-9.832694,0,0,28.10503,1,1,7974,996
191018,2023-01-20 10:59:29.780341,690977419,0,-0.02203344,-0.3000008,0.1021258,0.5762266,-0.1515272,-9.810259,0,0,28.10555,1,1,7974,996
191021,2023-01-20 10:59:29.821441,691018524,0,-0.04318428,-0.3027222,0.07776795,0.5227624,-0.1658001,-9.620564,0,0,28.10703,1,1,7974,996
191022,2023-01-20 10:59:29.860124,691057216,0,0.0143244,-0.260574,0.07402717,0.4192764,-0.02292346,-9.572776,0,0,28.10884,1,1,7974,996
191052,2023-01-20 10:59:29.899999,691097101,0,0.04053983,-0.2498469,0.06427027,0.4183649,-0.02169088,-9.619549,0,0,28.11117,1,1,7974,996
191053,2023-01-20 10:59:29.940400,691137512,0,0.05755358,-0.187489,0.058552,0.3094271,-0.09046182,-9.785774,0,0,28.11327,1,1,7974,996
191084,2023-01-20 10:59:29.980341,691177462,0,0.07608186,-0.1371267,0.03125821,0.2075751,-0.1453521,-9.725764,0,0,28.11507,1,1,7974,996
191087,2023-01-20 10:59:30.021313,691218449,0,0.07836393,-0.183964,0.02145476,0.1604076,-0.1026188,-9.654786,0,0,28.1164,1,1,7974,996
191089,2023-01-20 10:59:30.060089,691257243,0,0.01896049,-0.2707239,0.03596173,0.3889215,-0.04818818,-9.690974,0,0,28.11658,1,1,7974,996
191118,2023-01-20 10:59:30.099963,691297136,0,-0.01091057,-0.3694604,0.04536413,0.4608904,-0.1019611,-9.720161,0,0,28.11604,1,1,7974,996
191119,2023-01-20 10:59:30.139956,691337147,0,-0.06250034,-0.2937543,0.01786791,0.3352894,-0.2249949,-9.709279,0,0,28.11499,1,1,7974,996
191148,2023-01-20 10:59:30.180240,691377450,0,-0.04383557,-0.2105514,-0.005333281,0.2756577,-0.2128041,-9.711658,0,0,28.11417,1,1,7974,996
191151,2023-01-20 10:59:30.221261,691418469,0,0.02816002,-0.195491,-0.02193709,0.2936246,-0.05731231,-9.655342,0,0,28.11374,1,1,7974,996
191152,2023-01-20 10:59:30.260023,691457213,0,0.01770219,-0.1055499,-0.03547273,0.1748735,-0.03865324,-9.99652,0,0,28.11461,1,1,7974,996
191181,2023-01-20 10:59:30.300072,691497242,0,-0.02326287,-0.06668972,-0.04092424,0.173931,-0.09497942,-10.04707,0,0,28.11604,1,1,7974,996
191182,2023-01-20 10:59:30.340033,691537183,0,-0.02623206,-0.005955152,-0.04913149,0.1011557,-0.1776166,-10.1413,0,0,28.11747,1,1,7974,996
191213,2023-01-20 10:59:30.380255,691577386,0,-0.05978552,-0.02801649,-0.06392457,0.1324603,-0.2221177,-9.986081,0,0,28.11867,1,1,7974,996
191216,2023-01-20 10:59:30.421382,691618503,0,-0.04486024,-0.1159698,-0.05631097,0.2412315,-0.1053147,-9.840576,0,0,28.11946,1,1,7974,996
191217,2023-01-20 10:59:30.460093,691657215,0,-0.06171077,-0.1879776,-0.03625754,0.3508256,-0.1121426,-9.939812,0,0,28.12035,1,1,7974,996
191248,2023-01-20 10:59:30.500003,691697125,0,-0.03342786,-0.1756501,-0.03993517,0.3660372,-0.1029897,-9.852347,0,0,28.12168,1,1,7974,996
191249,2023-01-20 10:59:30.540019,691737141,0,0.03018457,-0.1296998,-0.0368835,0.3205228,-0.06388283,-9.907253,0,0,28.12327,1,1,7974,996
191280,2023-01-20 10:59:30.580259,691777382,0,0.03503281,-0.1075078,-0.04627956,0.2870919,-0.07164818,-9.850502,0,0,28.12486,1,1,7974,996
191283,2023-01-20 10:59:30.621362,691818499,0,0.008240404,-0.08909038,-0.03492856,0.2244776,-0.07983728,-9.904068,0,0,28.12703,1,1,7974,996
191284,2023-01-20 10:59:30.660065,691857228,0,-0.0004534056,-0.09782056,-0.01897644,0.2437458,-0.04558972,-9.96339,0,0,28.12939,1,1,7974,996
191313,2023-01-20 10:59:30.699955,691897144,0,-0.08117297,-0.05431686,0.001498336,0.2270557,-0.1369713,-10.00548,0,0,28.13118,1,1,7974,996
191314,2023-01-20 10:59:30.739930,691937145,0,-0.05939273,-0.03373831,0.02509158,0.1728745,-0.1892286,-10.00767,0,0,28.13242,1,1,7974,996
191344,2023-01-20 10:59:30.780048,691977290,0,-0.04830223,-0.01629801,0.02921688,0.08824941,-0.1994754,-9.961836,0,0,28.1343,1,1,7974,996
191347,2023-01-20 10:59:30.821198,692018465,0,-0.04071975,-0.01429773,0.04679488,0.04192843,-0.1685047,-9.83217,0,0,28.13616,1,1,7974,996
191348,2023-01-20 10:59:30.859941,692057230,0,-0.05326068,-0.05480868,0.06265003,0.08641337,-0.1236072,-9.867616,0,0,28.13734,1,1,7974,996
191377,2023-01-20 10:59:30.899829,692097141,0,-0.1972991,-0.1041055,0.08241231,0.1302503,-0.246554,-10.02503,0,0,28.13769,1,1,7974,996
191378,2023-01-20 10:59:30.940024,692137359,0,-0.297294,-0.09237058,0.08490188,0.06228402,-0.308658,-10.04939,0,0,28.13823,1,1,7974,996
191409,2023-01-20 10:59:30.979915,692177273,0,-0.247329,-0.09181459,0.07809012,-0.0487121,-0.1803309,-9.906997,0,0,28.13992,1,1,7974,996
191412,2023-01-20 10:59:31.021103,692218466,0,-0.2507195,-0.09936009,0.08960784,-0.03632008,-0.07954901,-9.839184,0,0,28.14211,1,1,7974,996
191414,2023-01-20 10:59:31.059905,692257256,0,-0.2053333,-0.1797656,0.1058514,0.05141452,-0.05715138,-9.953895,0,0,28.1438,1,1,7974,996
191443,2023-01-20 10:59:31.099771,692297109,0,-0.1751594,-0.1348841,0.1260476,-0.02710012,-0.09951899,-10.14597,0,0,28.14486,1,1,7974,996
191444,2023-01-20 10:59:31.139821,692337147,0,-0.1239891,-0.05401797,0.1181547,-0.1249952,-0.1646755,-10.20877,0,0,28.14631,1,1,7974,996
191473,2023-01-20 10:59:31.179952,692377266,0,-0.04101049,0.04849454,0.08872775,-0.254513,-0.137057,-10.03577,0,0,28.14707,1,1,7974,996
191477,2023-01-20 10:59:31.221154,692418462,0,-0.0626249,0.1147076,0.08636282,-0.3019595,-0.1183705,-9.990026,0,0,28.14786,1,1,7974,996
191478,2023-01-20 10:59:31.259836,692457145,0,-0.1142408,0.09649277,0.09095282,-0.1984521,-0.1713384,-10.03604,0,0,28.14911,1,1,7974,996
191507,2023-01-20 10:59:31.299832,692497141,0,-0.03832728,0.02376946,0.05945746,-0.1266212,-0.1924647,-9.937321,0,0,28.15075,1,1,7974,996
191508,2023-01-20 10:59:31.339834,692537143,0,0.009160924,-0.05657947,0.02580992,-0.07729751,-0.03591885,-9.979957,0,0,28.15235,1,1,7974,996
191539,2023-01-20 10:59:31.379949,692577259,0,-0.04936735,0.02582855,0.02518605,-0.1959486,-0.1559985,-10.25765,0,0,28.15452,1,1,7974,996
191542,2023-01-20 10:59:31.421167,692618475,0,-0.09000445,0.1953148,0.002571604,-0.4035694,-0.2173658,-10.23078,0,0,28.15677,1,1,7974,996
191543,2023-01-20 10:59:31.459907,692657212,0,0.02375598,0.07412349,-0.03118167,-0.2372306,-0.0005487782,-9.931562,0,0,28.15913,1,1,7974,996
191574,2023-01-20 10:59:31.499831,692697133,0,0.141837,-0.01833071,-0.02270292,-0.1677191,0.03835219,-9.867155,0,0,28.16162,1,1,7974,996
191575,2023-01-20 10:59:31.539834,692737133,0,0.1306596,0.09913525,-0.06162938,-0.3902936,-0.04490137,-9.828601,0,0,28.16386,1,1,7974,996
191604,2023-01-20 10:59:31.579955,692777251,0,0.1768095,0.1205464,-0.04475628,-0.3897839,0.04928668,-9.709835,0,0,28.16704,1,1,7974,996
191607,2023-01-20 10:59:31.621196,692818491,0,0.1193574,0.01881091,-0.03277392,-0.2980604,-0.09565293,-9.915412,0,0,28.17034,1,1,7974,996
191608,2023-01-20 10:59:31.659932,692857228,0,0.1289801,-0.007481221,-0.06127422,-0.2930676,-0.008024835,-9.67597,0,0,28.17371,1,1,7974,996
191637,2023-01-20 10:59:31.699884,692897181,0,0.1595006,-0.1352061,-0.05371835,-0.1749904,-0.01654512,-9.587049,0,0,28.17755,1,1,7974,996
191638,2023-01-20 10:59:31.739850,692937148,0,0.09553897,-0.08991001,-0.06767514,-0.211501,-0.1653726,-9.603725,0,0,28.18116,1,1,7974,996
191667,2023-01-20 10:59:31.779842,692977141,0,0.03557635,0.02086813,-0.08031524,-0.3757208,-0.1783607,-9.794646,0,0,28.18449,1,1,7974,996
191671,2023-01-20 10:59:31.821184,693018480,0,-0.02947878,-0.002689967,-0.06624512,-0.2452586,-0.121158,-9.830582,0,0,28.18874,1,1,7974,996
191672,2023-01-20 10:59:31.859864,693057153,0,-0.1021618,-0.01431587,-0.06644287,-0.1921249,-0.2091269,-9.89524,0,0,28.19318,1,1,7974,996
191702,2023-01-20 10:59:31.899850,693097132,0,-0.01529546,0.007357212,-0.09995264,-0.283742,-0.08997587,-9.763347,0,0,28.19725,1,1,7974,996
191703,2023-01-20 10:59:31.940178,693137453,0,-0.01795132,0.0163004,-0.06894875,-0.2680322,-0.09633235,-9.769327,0,0,28.20084,1,1,7974,996
191733,2023-01-20 10:59:31.980083,693177351,0,-0.004335993,0.05954406,-0.0832781,-0.3787571,-0.1961966,-9.745882,0,0,28.20478,1,1,7974,996
191737,2023-01-20 10:59:32.021196,693218465,0,0.003492516,0.06814285,-0.07556007,-0.4853317,-0.1321494,-9.783843,0,0,28.20886,1,1,7974,996
191739,2023-01-20 10:59:32.059978,693257256,0,-0.0427883,0.04119147,-0.04548522,-0.4264918,-0.1982241,-9.852941,0,0,28.2128,1,1,7974,996
191768,2023-01-20 10:59:32.099836,693297124,0,-0.04321425,0.06348476,-0.03569779,-0.5655434,-0.225684,-9.647985,0,0,28.2167,1,1,7974,996
191769,2023-01-20 10:59:32.139838,693337135,0,0.03323114,0.04225446,-0.0007085044,-0.5356012,-0.09860773,-9.66362,0,0,28.22003,1,1,7974,996
191797,2023-01-20 10:59:32.179929,693377236,0,0.0610644,0.09964741,0.01665435,-0.5435678,-0.1831857,-9.680335,0,0,28.22331,1,1,7974,996
191802,2023-01-20 10:59:32.221148,693418458,0,0.1381762,0.1990435,-0.00913818,-0.5899318,-0.09662844,-9.681627,0,0,28.22692,1,1,7974,996
191803,2023-01-20 10:59:32.259835,693457142,0,0.01197561,0.237204,-0.004413568,-0.5327914,-0.2195219,-9.661425,0,0,28.2308,1,1,7974,996
191832,2023-01-20 10:59:32.299927,693497231,0,0.09050535,0.1609507,-0.02343637,-0.5130268,-0.04090068,-9.313514,0,0,28.23453,1,1,7974,996
191833,2023-01-20 10:59:32.339849,693537151,0,0.120543,-0.009113768,-0.002380928,-0.32013,-0.08246138,-9.390381,0,0,28.23806,1,1,7974,996
191863,2023-01-20 10:59:32.379833,693577132,0,0.06958712,0.004679571,-0.006366116,-0.4654867,-0.204825,-9.487635,0,0,28.24159,1,1,7974,996
191867,2023-01-20 10:59:32.421201,693618498,0,-0.03351887,-0.02817134,0.009429591,-0.3715803,-0.2111874,-9.666935,0,0,28.24447,1,1,7974,996
191868,2023-01-20 10:59:32.459917,693657214,0,-0.07306165,0.1609875,-0.001525698,-0.6275687,-0.2100458,-9.760954,0,0,28.24716,1,1,7974,996
191899,2023-01-20 10:59:32.499831,693697128,0,0.0121255,0.2004969,0.001857607,-0.6134644,-0.05236053,-9.632404,0,0,28.24964,1,1,7974,996
191900,2023-01-20 10:59:32.539941,693737238,0,0.06755988,0.1247575,0.02204641,-0.6740178,-0.1192831,-9.422638,0,0,28.25264,1,1,7974,996
191929,2023-01-20 10:59:32.579825,693777122,0,0.1578985,-0.03456792,0.04683122,-0.4545768,-0.01140351,-9.367071,0,0,28.25547,1,1,7974,996
191934,2023-01-20 10:59:32.621191,693818488,0,0.05684105,-0.1116085,0.05058917,-0.3468053,-0.2200229,-9.345201,0,0,28.25789,1,1,7974,996
191935,2023-01-20 10:59:32.659956,693857252,0,0.02508358,-0.1701342,0.04716997,-0.3140053,-0.1609208,-9.306178,0,0,28.26063,1,1,7974,996
191964,2023-01-20 10:59:32.699844,693897139,0,-0.1106576,-0.02609351,0.05137011,-0.5716851,-0.3679444,-9.587811,0,0,28.26343,1,1,7974,996
191965,2023-01-20 10:59:32.739828,693937122,0,-0.059754,0.09136578,0.04697888,-0.7489747,-0.2746294,-9.567962,0,0,28.26587,1,1,7974,996
191994,2023-01-20 10:59:32.779928,693977222,0,-0.01378448,0.133781,0.05216732,-0.6869363,-0.3226465,-9.423382,0,0,28.26822,1,1,7974,996
191998,2023-01-20 10:59:32.821155,694018455,0,0.05247825,0.07960723,0.03884602,-0.6081423,-0.1400095,-9.060746,0,0,28.27,1,1,7974,996
191999,2023-01-20 10:59:32.859897,694057210,0,0.03629515,0.005197014,0.03652103,-0.493331,-0.2456815,-9.392448,0,0,28.27153,1,1,7974,996
192029,2023-01-20 10:59:32.899782,694097109,0,0.05672988,-0.04163495,0.004261785,-0.3932404,-0.1089431,-9.263726,0,0,28.27272,1,1,7974,996
192030,2023-01-20 10:59:32.940079,694137420,0,-0.09704421,0.02230543,0.004224336,-0.4674197,-0.3936062,-9.305294,0,0,28.27412,1,1,7974,996
192060,2023-01-20 10:59:32.979858,694177212,0,-0.1130357,0.1432908,-0.003983483,-0.6341625,-0.3123074,-9.653337,0,0,28.27587,1,1,7974,996
192064,2023-01-20 10:59:33.021116,694218472,0,-0.07421545,0.2721442,-0.02081671,-0.6646759,-0.3609905,-9.834969,0,0,28.2779,1,1,7974,996
192066,2023-01-20 10:59:33.059807,694257153,0,0.01162635,0.2149695,-0.0301966,-0.5341126,-0.1750444,-9.510297,0,0,28.27978,1,1,7974,996
192094,2023-01-20 10:59:33.099790,694297126,0,0.03784313,0.1216926,-0.02687858,-0.3975192,-0.2882681,-9.517364,0,0,28.28164,1,1,7974,996
192096,2023-01-20 10:59:33.139826,694337152,0,0.01213873,-0.004651777,-0.007676914,-0.3626736,-0.2138789,-9.512892,0,0,28.28372,1,1,7974,996
192124,2023-01-20 10:59:33.179831,694377147,0,-0.005077193,0.0522259,0.004563391,-0.5718272,-0.3667369,-9.704578,0,0,28.28587,1,1,7974,996
192129,2023-01-20 10:59:33.221164,694418474,0,0.04377773,0.1196643,0.03812254,-0.6392086,-0.3045807,-9.795865,0,0,28.28737,1,1,7974,996
192130,2023-01-20 10:59:33.259852,694457159,0,0.05966112,0.191634,0.02339892,-0.8075755,-0.2629576,-9.489951,0,0,28.28918,1,1,7974,996
192158,2023-01-20 10:59:33.299821,694497126,0,0.1533998,0.0518549,0.05037113,-0.4799408,-0.1086576,-9.516171,0,0,28.29117,1,1,7974,996
192160,2023-01-20 10:59:33.339831,694537134,0,0.1816826,-0.0836008,0.05061769,-0.4422375,-0.1242128,-9.433564,0,0,28.2936,1,1,7974,996
192191,2023-01-20 10:59:33.379833,694577133,0,0.1652066,-0.1544204,0.08018512,-0.3674564,-0.2404722,-9.57166,0,0,28.29608,1,1,7974,996
192195,2023-01-20 10:59:33.421154,694618457,0,0.0393573,-0.04840822,0.05309977,-0.5755988,-0.3997428,-9.485953,0,0,28.29845,1,1,7974,996
192196,2023-01-20 10:59:33.459828,694657137,0,-0.04437734,0.068641,0.06476041,-0.5200831,-0.499827,-9.741261,0,0,28.30023,1,1,7974,996
192226,2023-01-20 10:59:33.499808,694697123,0,0.05264126,0.0572034,0.03805231,-0.5781617,-0.1385398,-9.639759,0,0,28.30158,1,1,7974,996
192228,2023-01-20 10:59:33.539818,694737140,0,0.1369946,0.02224607,0.02522799,-0.5091784,-0.2638352,-9.601524,0,0,28.30252,1,1,7974,996
192257,2023-01-20 10:59:33.579798,694777127,0,0.134025,-0.01428161,0.03591402,-0.5233199,-0.2312362,-9.674882,0,0,28.30389,1,1,7974,996
192261,2023-01-20 10:59:33.621148,694818476,0,-0.01038537,0.1304945,0.05196591,-0.7006687,-0.3918867,-9.724936,0,0,28.30581,1,1,7974,996
192262,2023-01-20 10:59:33.659891,694857212,0,-0.04858793,0.08385343,0.06153411,-0.6164215,-0.2424897,-9.500443,0,0,28.30714,1,1,7974,996
192290,2023-01-20 10:59:33.699834,694897148,0,-0.01909357,-0.102257,0.03862923,-0.4761663,-0.2352725,-9.531748,0,0,28.30847,1,1,7974,996
192292,2023-01-20 10:59:33.739839,694937145,0,0.003298979,-0.08416476,0.04787745,-0.5754506,-0.2899072,-9.817696,0,0,28.30986,1,1,7974,996
192321,2023-01-20 10:59:33.779828,694977127,0,-0.07679089,0.02911589,0.04954477,-0.7080381,-0.250825,-9.543607,0,0,28.31206,1,1,7974,996
192325,2023-01-20 10:59:33.821163,695018465,0,-0.07861113,-0.03385359,0.06062373,-0.5600817,-0.2898324,-9.627924,0,0,28.31529,1,1,7974,996
192328,2023-01-20 10:59:33.860131,695057445,0,0.02788442,-0.1429221,0.04675105,-0.4859817,-0.1153993,-9.56824,0,0,28.31825,1,1,7974,996
192357,2023-01-20 10:59:33.899800,695097126,0,-0.03905978,0.06681344,0.03322455,-0.8411444,-0.211945,-9.667581,0,0,28.32082,1,1,7974,996
192359,2023-01-20 10:59:33.939814,695137153,0,-0.1027496,0.01324287,0.05380893,-0.5665891,-0.2601764,-9.544278,0,0,28.32375,1,1,7974,996
192389,2023-01-20 10:59:33.979776,695177128,0,0.0429664,-0.1502442,0.004701947,-0.5411141,-0.1103076,-9.353761,0,0,28.32676,1,1,7974,996
192393,2023-01-20 10:59:34.021111,695218464,0,-0.1293541,0.04175546,-0.006275391,-0.8544506,-0.3334172,-9.551105,0,0,28.32983,1,1,7974,996
192395,2023-01-20 10:59:34.059864,695257209,0,-0.1546104,0.03297441,-0.0009187396,-0.7045329,-0.1926987,-9.485194,0,0,28.33268,1,1,7974,996
192423,2023-01-20 10:59:34.099788,695297125,0,-0.07611661,-0.1976361,-0.05104845,-0.5268174,-0.05232779,-9.369836,0,0,28.33603,1,1,7974,996
192425,2023-01-20 10:59:34.139799,695337128,0,-0.04582359,-0.09981588,-0.01075466,-0.7427159,-0.2716991,-9.761129,0,0,28.33968,1,1,7974,996
192453,2023-01-20 10:59:34.179827,695377147,0,-0.05326839,-0.1054783,-0.02235464,-0.7134665,-0.1679282,-9.683427,0,0,28.34274,1,1,7974,996
192458,2023-01-20 10:59:34.221144,695418458,0,0.00322867,-0.1625151,-0.07768542,-0.7138406,-0.1716899,-9.74537,0,0,28.34576,1,1,7974,996
192459,2023-01-20 10:59:34.259845,695457156,0,-0.0374507,0.1046665,-0.07849512,-0.9396927,-0.1200069,-9.856224,0,0,28.3483,1,1,7974,996
192487,2023-01-20 10:59:34.299835,695497143,0,-0.09639291,0.008953662,-0.1304309,-0.6686819,-0.1847745,-9.593245,0,0,28.35032,1,1,7974,996
192489,2023-01-20 10:59:34.339826,695537131,0,-0.1006431,-0.1313414,-0.1266712,-0.5231804,-0.2353235,-9.752109,0,0,28.35155,1,1,7974,996
192519,2023-01-20 10:59:34.379830,695577132,0,-0.2993471,0.02638207,-0.1317096,-0.7654406,-0.3276253,-9.708048,0,0,28.35206,1,1,7974,996
192523,2023-01-20 10:59:34.421200,695618500,0,-0.2603287,0.1313991,-0.1109636,-0.884586,-0.3721059,-10.02547,0,0,28.35271,1,1,7974,996
192524,2023-01-20 10:59:34.459913,695657213,0,-0.06075534,-0.01677277,-0.0702452,-0.6450033,-0.1794161,-9.821194,0,0,28.35336,1,1,7974,996
192554,2023-01-20 10:59:34.499814,695697113,0,0.07590242,-0.07913081,-0.05912536,-0.7350885,-0.05966327,-9.596692,0,0,28.35381,1,1,7974,996
192556,2023-01-20 10:59:34.539949,695737248,0,0.05478149,-0.08652071,0.003193618,-0.5817288,-0.2620912,-9.709441,0,0,28.35359,1,1,7974,996
192585,2023-01-20 10:59:34.579826,695777125,0,0.009361007,0.02465691,0.04192964,-0.6827208,-0.1695687,-9.665184,0,0,28.3528,1,1,7974,996
192589,2023-01-20 10:59:34.621192,695818491,0,-0.008399398,0.1039062,0.03067708,-0.7895426,-0.2036723,-9.612326,0,0,28.35265,1,1,7974,996
192590,2023-01-20 10:59:34.659973,695857271,0,0.05531727,0.03491751,0.06144097,-0.6475657,-0.2712547,-9.64321,0,0,28.35277,1,1,7974,996
192618,2023-01-20 10:59:34.699817,695897115,0,0.1283628,-0.08289792,0.03970012,-0.5672648,-0.03600474,-9.569197,0,0,28.35315,1,1,7974,996
192620,2023-01-20 10:59:34.739850,695937147,0,0.04357748,-0.003264328,0.032824,-0.6985786,-0.2306115,-9.602852,0,0,28.35315,1,1,7974,996
192650,2023-01-20 10:59:34.779994,695977290,0,-0.09993471,0.04603463,0.069282,-0.5480447,-0.2792319,-9.687674,0,0,28.35354,1,1,7974,996
192654,2023-01-20 10:59:34.821151,696018452,0,-0.06662103,-0.0752831,0.05394831,-0.5205171,-0.08369805,-9.548831,0,0,28.35482,1,1,7974,996
192655,2023-01-20 10:59:34.859823,696057135,0,-0.1223313,-0.1012941,0.04989814,-0.592618,-0.3233861,-9.713463,0,0,28.35578,1,1,7974,996
192684,2023-01-20 10:59:34.899885,696097207,0,-0.05906008,0.1090319,0.08806935,-0.8012491,-0.2671351,-9.948428,0,0,28.35653,1,1,7974,996
192686,2023-01-20 10:59:34.939820,696137152,0,-0.03449911,0.1175995,0.06833529,-0.7756377,-0.167429,-9.63164,0,0,28.35644,1,1,7974,996
192716,2023-01-20 10:59:34.979802,696177145,0,0.1231183,0.03929807,0.02739966,-0.6135971,-0.1283065,-9.586842,0,0,28.35684,1,1,7974,996
192720,2023-01-20 10:59:35.021158,696218502,0,0.1063905,0.1030707,0.06725308,-0.5764713,-0.3182438,-9.739781,0,0,28.35735,1,1,7974,996
192722,2023-01-20 10:59:35.059895,696257233,0,0.001613482,0.168302,0.08546014,-0.6484268,-0.2918574,-9.75894,0,0,28.35765,1,1,7974,996
192750,2023-01-20 10:59:35.099802,696297134,0,0.09226584,0.008628771,0.05683909,-0.6142179,-0.05430249,-9.463422,0,0,28.35735,1,1,7974,996
192752,2023-01-20 10:59:35.139917,696337243,0,0.09427013,-0.07002702,0.03266453,-0.706168,-0.2397574,-9.495343,0,0,28.3574,1,1,7974,996
192780,2023-01-20 10:59:35.179818,696377137,0,0.02218557,0.1379486,0.06378629,-0.7684672,-0.3500218,-9.758857,0,0,28.3582,1,1,7974,996
192785,2023-01-20 10:59:35.221142,696418455,0,0.05335675,-0.02609013,0.07162704,-0.5363579,-0.1476589,-9.527365,0,0,28.3588,1,1,7974,996
192786,2023-01-20 10:59:35.259951,696457260,0,-0.002451071,-0.09958114,0.03173697,-0.6248291,-0.2086973,-9.664268,0,0,28.35942,1,1,7974,996
