LineNo,UTC_Approx,TimeUS,C,V00,V01,V02,V03,V04,V05,V06,V07,V08,V09,V10,V11
7519,2023-01-20 11:09:03.901412,178196072,0,0.003810864,2.941035E-05,2.608453E-05,0.0001089214,0.07931577,0.06787036,0.01094812,0.5352721,0.5313665,0.1455997,6.82782E-11,6.863958E-11
7683,2023-01-20 11:09:04.401466,178696108,0,0.003724514,2.847007E-05,2.61802E-05,0.00011734,0.07288862,0.06563473,0.01086349,0.556567,0.5524465,0.1456616,6.924902E-11,6.959754E-11
7843,2023-01-20 11:09:04.901417,179196079,0,0.003617815,2.77483E-05,2.661239E-05,0.0001752697,0.0620197,0.05814919,0.01061537,0.5283339,0.5253717,0.1445656,7.020086E-11,7.052218E-11
8007,2023-01-20 11:09:05.401499,179696124,0,0.003615162,2.908672E-05,2.541467E-05,0.0001652071,0.05930712,0.05754086,0.01055409,0.5490683,0.5458842,0.1446044,7.112932E-11,7.142518E-11
8169,2023-01-20 11:09:05.901415,180196071,0,0.002715073,2.84155E-05,2.527432E-05,0.0001349499,0.05222699,0.05115719,0.01035356,0.5227947,0.5203872,0.1434986,7.189366E-11,7.208718E-11
8332,2023-01-20 11:09:06.401425,180696107,0,0.002086097,2.967961E-05,2.897855E-05,0.0003804478,0.05271129,0.05145191,0.01030812,0.5437155,0.541174,0.1436484,7.272759E-11,7.284729E-11
8492,2023-01-20 11:09:06.901413,181196074,0,0.001529691,3.714603E-05,3.353184E-05,0.0005874659,0.05391644,0.05066921,0.01016569,0.529356,0.5270814,0.143289,7.340854E-11,7.345832E-11
8656,2023-01-20 11:09:07.401486,181696127,0,0.001113864,3.014961E-05,3.977493E-05,0.0007775108,0.05991834,0.05856481,0.01014343,0.5571229,0.5543885,0.1436823,7.400656E-11,7.403818E-11
8816,2023-01-20 11:09:07.901447,182196083,0,0.0009232452,2.615174E-05,2.882459E-05,0.0008227643,0.05605232,0.06132113,0.01003496,0.5320672,0.5300427,0.1426488,7.388169E-11,7.393221E-11
8979,2023-01-20 11:09:08.401476,182696114,0,0.0008073642,2.779593E-05,2.499271E-05,0.0007070582,0.05935611,0.06180176,0.009946921,0.5470443,0.5453607,0.142224,7.365519E-11,7.376241E-11
9141,2023-01-20 11:09:08.901434,183196083,0,0.0006761751,2.471912E-05,2.371279E-05,0.0006981032,0.05577998,0.05708236,0.009732627,0.5138173,0.5126093,0.1405782,7.265869E-11,7.274849E-11
9303,2023-01-20 11:09:09.381877,183696116,0,0.0005514569,2.734716E-05,2.256042E-05,0.000681763,0.05988353,0.06034692,0.009726521,0.5330972,0.5320469,0.1404624,7.237093E-11,7.246078E-11
9467,2023-01-20 11:09:09.881870,184196082,0,0.0004858541,2.226953E-05,2.076274E-05,0.0006480369,0.05514433,0.05532231,0.00951429,0.5002382,0.4994612,0.1387614,7.10756E-11,7.109205E-11
9628,2023-01-20 11:09:10.381842,184696092,0,0.0004289022,2.010138E-05,2.026866E-05,0.0006330122,0.05561391,0.05646406,0.00949099,0.5105231,0.5097951,0.1381879,7.052737E-11,7.050673E-11
9792,2023-01-20 11:09:10.881716,185196074,0,0.0003611892,1.908524E-05,1.879011E-05,0.0006338576,0.05210814,0.05311985,0.009377083,0.484433,0.4839154,0.1368589,6.95974E-11,6.957204E-11
9954,2023-01-20 11:09:11.381681,185696105,0,0.0003201152,1.930895E-05,1.864086E-05,0.000609823,0.05397614,0.05452727,0.009419778,0.4983612,0.4980546,0.1366563,6.932691E-11,6.931154E-11
10115,2023-01-20 11:09:11.881695,186196078,0,0.000290796,1.814384E-05,1.761489E-05,0.0005827736,0.05085462,0.05078227,0.009341167,0.4745511,0.4743851,0.1355885,6.866516E-11,6.867096E-11
10277,2023-01-20 11:09:12.381693,186696083,0,0.0002788574,1.791192E-05,1.751583E-05,0.0005532551,0.05283322,0.05255995,0.009410731,0.4916338,0.4917011,0.13574,6.864582E-11,6.866569E-11
10439,2023-01-20 11:09:12.881701,187196075,0,0.0002673574,1.733964E-05,1.66527E-05,0.0005301055,0.04992794,0.04968265,0.009349336,0.4727713,0.4729087,0.1351018,6.825948E-11,6.831048E-11
10600,2023-01-20 11:09:13.381709,187696083,0,0.0002585213,1.705369E-05,1.692246E-05,0.0005129375,0.04958757,0.04980322,0.009389367,0.489458,0.4897328,0.1353498,6.829377E-11,6.836703E-11
10762,2023-01-20 11:09:13.881692,188196070,0,0.0002526751,1.576428E-05,1.662147E-05,0.0004961506,0.04387123,0.04361278,0.009213865,0.4591491,0.4593646,0.1338738,6.785698E-11,6.798531E-11
10925,2023-01-20 11:09:14.381693,188696071,0,0.0002532179,1.559996E-05,1.585564E-05,0.0004799131,0.04596475,0.04446875,0.009247905,0.4711688,0.4714249,0.1338323,6.800118E-11,6.821877E-11
11087,2023-01-20 11:09:14.881700,189196090,0,0.0002454384,1.737282E-05,1.599015E-05,0.00046751,0.0466687,0.04526841,0.009297928,0.4635948,0.4637583,0.1341459,6.811918E-11,6.847932E-11
11251,2023-01-20 11:09:15.381713,189696072,0,0.0002442296,1.902134E-05,1.669967E-05,0.0004518317,0.04953063,0.04885013,0.009415917,0.4892964,0.4893109,0.1351195,6.835336E-11,6.884698E-11
11415,2023-01-20 11:09:15.881710,190196071,0,0.0002491889,1.931237E-05,1.873168E-05,0.0004276745,0.04717197,0.04697052,0.009379652,0.4751526,0.4752106,0.1350763,6.800907E-11,6.870979E-11
11576,2023-01-20 11:09:16.381706,190696071,0,0.0002513912,2.172246E-05,2.006379E-05,0.0004108461,0.0483721,0.04810964,0.009435501,0.4956704,0.4957654,0.1357172,6.786478E-11,6.871924E-11
11738,2023-01-20 11:09:16.881707,191196074,0,0.0001948755,2.489908E-05,2.042706E-05,0.0004525036,0.04489491,0.0451747,0.009320032,0.4737552,0.4739254,0.1351921,6.704562E-11,6.805495E-11
11899,2023-01-20 11:09:17.381722,191696078,0,5.050496E-05,3.459882E-05,1.698888E-05,0.0005531236,0.0475117,0.04846482,0.009429215,0.4941196,0.4944918,0.1357788,6.687458E-11,6.794915E-11
12061,2023-01-20 11:09:17.881715,192196073,0,1.08453E-05,3.896484E-05,1.528373E-05,0.0005061761,0.04737913,0.05008107,0.009405555,0.4744265,0.4748755,0.1354174,6.604711E-11,6.7109E-11
12223,2023-01-20 11:09:18.365381,192696079,0,1.459361E-05,4.100505E-05,1.681956E-05,0.0004259179,0.05324321,0.05995737,0.009662012,0.4951165,0.4961012,0.1358795,6.567034E-11,6.67519E-11
12386,2023-01-20 11:09:18.861809,193196092,0,1.225924E-05,3.369403E-05,1.737638E-05,0.0003882599,0.05578212,0.06045832,0.009810518,0.4738854,0.4748003,0.1353407,6.46896E-11,6.553143E-11
12548,2023-01-20 11:09:19.361931,193696087,0,1.609112E-05,3.010569E-05,1.860859E-05,0.0003550296,0.06267499,0.0622339,0.01013052,0.4924566,0.493995,0.13571,6.442807E-11,6.509491E-11
12713,2023-01-20 11:09:19.861708,194196071,0,1.556055E-05,2.292505E-05,1.522145E-05,0.0003249265,0.05787094,0.0530351,0.01012189,0.4631091,0.4641021,0.1346593,6.378877E-11,6.420186E-11
12875,2023-01-20 11:09:20.361708,194696077,0,1.690185E-05,1.847598E-05,1.222489E-05,0.0003058496,0.05399568,0.05021827,0.01021292,0.4725091,0.4733813,0.1346141,6.38512E-11,6.423949E-11
13040,2023-01-20 11:09:20.861702,195196079,0,1.948436E-05,1.496327E-05,1.069006E-05,0.0002865375,0.045073,0.04380519,0.01007826,0.4456986,0.4462768,0.1335198,6.388336E-11,6.432359E-11
13203,2023-01-20 11:09:21.361696,195696072,0,2.077155E-05,1.220913E-05,1.002027E-05,0.0002747352,0.04285452,0.04280363,0.01016377,0.4560976,0.4564903,0.1336469,6.432199E-11,6.482885E-11
13366,2023-01-20 11:09:21.861711,196196080,0,2.310386E-05,1.21056E-05,9.303584E-06,0.0002591472,0.03835623,0.03840276,0.01005254,0.4326154,0.4327886,0.132562,6.471106E-11,6.530826E-11
13529,2023-01-20 11:09:22.361688,196696072,0,2.391924E-05,1.281221E-05,9.497791E-06,0.00024652,0.03961875,0.03922128,0.01024031,0.4465236,0.4465498,0.1331582,6.532144E-11,6.59848E-11
13692,2023-01-20 11:09:22.861695,197196071,0,2.457198E-05,1.385375E-05,9.112551E-06,0.0002340644,0.03738769,0.03657804,0.01023257,0.4288174,0.4287334,0.1325603,6.582062E-11,6.65645E-11
13855,2023-01-20 11:09:23.361701,197696081,0,2.646636E-05,1.516081E-05,9.223981E-06,0.0002216737,0.03765082,0.03653609,0.01037676,0.4389128,0.438816,0.1329486,6.638263E-11,6.718458E-11
14018,2023-01-20 11:09:23.861703,198196071,0,2.709023E-05,1.57255E-05,9.496796E-06,0.0002122213,0.03395196,0.03307012,0.01019841,0.4155355,0.4153961,0.1315499,6.671187E-11,6.756245E-11
14181,2023-01-20 11:09:24.361698,198696071,0,2.826927E-05,1.671549E-05,9.842666E-06,0.0002055006,0.03572275,0.03503142,0.01048672,0.4329327,0.4328558,0.1329706,6.722069E-11,6.809989E-11
14345,2023-01-20 11:09:24.861669,199196067,0,2.870023E-05,1.731861E-05,9.883748E-06,0.0001998343,0.03466703,0.03413912,0.01053783,0.4216508,0.4216007,0.1331474,6.741263E-11,6.831448E-11
14508,2023-01-20 11:09:25.361727,199696083,0,2.965188E-05,1.64922E-05,1.056864E-05,0.0001960905,0.03607498,0.03574365,0.01069445,0.4373102,0.4373072,0.1343775,6.763693E-11,6.85489E-11
14673,2023-01-20 11:09:25.861698,200196068,0,2.874069E-05,1.617598E-05,1.122946E-05,0.0001939129,0.03496888,0.03485768,0.01062726,0.4246122,0.4246472,0.1343249,6.742149E-11,6.831324E-11
14836,2023-01-20 11:09:26.361701,200696074,0,2.969483E-05,1.669039E-05,1.189958E-05,0.0001899969,0.03687961,0.03698124,0.01077887,0.4423281,0.4424155,0.1357704,6.744199E-11,6.828581E-11
14999,2023-01-20 11:09:26.861679,201196077,0,3.097722E-05,1.754872E-05,1.170471E-05,0.0001858384,0.03466707,0.03500761,0.01059479,0.4241751,0.4242918,0.1349503,6.66637E-11,6.734092E-11
15162,2023-01-20 11:09:27.361683,201696075,0,3.126667E-05,1.741418E-05,1.211227E-05,0.0001842021,0.03572894,0.03628356,0.01057001,0.4351404,0.4353085,0.1354198,6.623396E-11,6.674503E-11
15325,2023-01-20 11:09:27.861724,202196091,0,3.291843E-05,1.886912E-05,1.204863E-05,0.0001797908,0.03372585,0.03423063,0.01032336,0.4171926,0.4173584,0.1343521,6.514769E-11,6.539787E-11
15488,2023-01-20 11:09:28.361719,202696083,0,3.322142E-05,1.885277E-05,1.229258E-05,0.0001793451,0.03495353,0.03549936,0.01031842,0.428629,0.4288677,0.134771,6.45679E-11,6.462163E-11
15651,2023-01-20 11:09:28.841750,203196071,0,3.189188E-05,1.939221E-05,1.219596E-05,0.0001797154,0.03381861,0.03434251,0.01018013,0.4151568,0.4153987,0.1340907,6.347502E-11,6.328134E-11
15814,2023-01-20 11:09:29.341729,203696075,0,3.351967E-05,1.980943E-05,1.241222E-05,0.0001779684,0.03647182,0.03710032,0.01034561,0.4336044,0.4339974,0.1354002,6.314668E-11,6.277479E-11
15979,2023-01-20 11:09:29.841872,204196071,0,3.387173E-05,1.96435E-05,1.190624E-05,0.0001778058,0.03578474,0.03634808,0.01021225,0.4222554,0.4226424,0.1350246,6.194054E-11,6.129097E-11
16142,2023-01-20 11:09:30.341706,204696084,0,3.544394E-05,1.997032E-05,1.176049E-05,0.0001760982,0.03733194,0.03787357,0.01019579,0.4361769,0.4366706,0.1355132,6.119548E-11,6.032359E-11
16307,2023-01-20 11:09:30.841669,205196071,0,3.61031E-05,2.004399E-05,1.122801E-05,0.0001750709,0.0347794,0.03518452,0.009905178,0.4178016,0.4181879,0.1340948,5.955445E-11,5.838376E-11
16513,2023-01-20 11:09:31.341720,205696091,0,3.656739E-05,2.042153E-05,1.113767E-05,0.000174782,0.0363263,0.03672803,0.00988369,0.43141,0.4318846,0.1344295,5.887108E-11,5.752441E-11
16675,2023-01-20 11:09:31.841718,206196085,0,3.603236E-05,2.124217E-05,1.076565E-05,0.0001745742,0.03453096,0.03493285,0.009701126,0.4172984,0.4177067,0.1334046,5.754087E-11,5.597202E-11
16838,2023-01-20 11:09:32.341707,206696076,0,3.70918E-05,2.25549E-05,1.068199E-05,0.0001731596,0.03613323,0.03658727,0.009731131,0.4318439,0.4323439,0.1338338,5.696208E-11,5.525948E-11
17001,2023-01-20 11:09:32.841674,207196080,0,3.856123E-05,2.09919E-05,1.060191E-05,0.0001732415,0.03459947,0.03508115,0.009583057,0.4182162,0.4186569,0.1329264,5.570277E-11,5.391151E-11
17164,2023-01-20 11:09:33.341682,207696085,0,3.968796E-05,2.154254E-05,1.08586E-05,0.0001721701,0.03612267,0.0365686,0.009650114,0.4330059,0.4335503,0.1333997,5.514823E-11,5.330061E-11
17327,2023-01-20 11:09:33.841701,208196071,0,4.027825E-05,2.00297E-05,1.01278E-05,0.0001736309,0.03462118,0.03495606,0.009510241,0.4185195,0.4189876,0.1325139,5.398082E-11,5.205052E-11
17490,2023-01-20 11:09:34.341719,208696075,0,4.014389E-05,1.913588E-05,1.050569E-05,0.0001751403,0.03615784,0.03650931,0.009559846,0.4334081,0.4339716,0.1330054,5.356987E-11,5.155002E-11
17654,2023-01-20 11:09:34.841714,209196079,0,4.103408E-05,1.85578E-05,1.024706E-05,0.0001752177,0.03497806,0.03527457,0.009444654,0.420714,0.4212244,0.1324026,5.271051E-11,5.053094E-11
17817,2023-01-20 11:09:35.341680,209696082,0,4.101321E-05,1.860695E-05,1.029494E-05,0.0001762235,0.03668482,0.0369512,0.009469138,0.436249,0.4368472,0.1329521,5.246572E-11,5.012816E-11
17982,2023-01-20 11:09:35.841697,210196072,0,4.206666E-05,1.780016E-05,1.009435E-05,0.0001763796,0.03498854,0.03519873,0.00930681,0.4209468,0.4214675,0.1320721,5.170243E-11,4.912059E-11
18145,2023-01-20 11:09:36.341726,210696079,0,4.210794E-05,1.853872E-05,1.00834E-05,0.0001768351,0.03657214,0.03673553,0.009321456,0.4357088,0.4362913,0.1325026,5.156293E-11,4.879101E-11
18308,2023-01-20 11:09:36.821904,211196076,0,4.32685E-05,1.943588E-05,9.728497E-06,0.0001757455,0.03507021,0.03519958,0.009185135,0.4210816,0.421593,0.131744,5.098142E-11,4.796219E-11
18471,2023-01-20 11:09:37.321862,211696081,0,4.456881E-05,2.026796E-05,9.46311E-06,0.0001753664,0.03669171,0.03674577,0.009205014,0.4354556,0.4359942,0.1320975,5.084675E-11,4.768893E-11
18634,2023-01-20 11:09:37.821722,212196068,0,4.435372E-05,1.998308E-05,9.113831E-06,0.000176833,0.03516917,0.03525586,0.009096525,0.4214029,0.4218656,0.1314237,5.026118E-11,4.698839E-11
18797,2023-01-20 11:09:38.321735,212696092,0,4.611201E-05,1.965667E-05,9.08306E-06,0.000176893,0.03676315,0.03692845,0.009153705,0.4376883,0.4381998,0.131937,5.018071E-11,4.684691E-11
18960,2023-01-20 11:09:38.821697,213196071,0,4.704394E-05,1.817567E-05,8.910874E-06,0.0001781053,0.03495363,0.03521637,0.009023227,0.4223087,0.4227476,0.1311471,4.957587E-11,4.616546E-11
19123,2023-01-20 11:09:39.321691,213696082,0,4.602794E-05,1.807301E-05,8.962066E-06,0.0001806132,0.0361536,0.03646824,0.009059269,0.4372743,0.4377967,0.1315498,4.952565E-11,4.603828E-11
19290,2023-01-20 11:09:39.821704,214196079,0,4.612884E-05,1.733657E-05,8.896883E-06,0.0001821556,0.03474888,0.03506907,0.008954293,0.4231993,0.4236875,0.1309083,4.911967E-11,4.550613E-11
19453,2023-01-20 11:09:40.321710,214696075,0,4.675474E-05,1.725934E-05,9.099473E-06,0.0001830672,0.03623557,0.0365775,0.008987599,0.438425,0.4390358,0.1312825,4.916263E-11,4.543888E-11
19618,2023-01-20 11:09:40.821700,215196072,0,4.872746E-05,1.601287E-05,9.027729E-06,0.0001835204,0.03529787,0.03548818,0.008898884,0.4261703,0.4267639,0.1308899,4.890927E-11,4.504651E-11
19781,2023-01-20 11:09:41.321683,215696076,0,4.865316E-05,1.634239E-05,8.939998E-06,0.000184951,0.03653453,0.03669585,0.00891134,0.4404395,0.4411023,0.1311447,4.899018E-11,4.499682E-11
19944,2023-01-20 11:09:41.821684,216196071,0,4.923482E-05,1.676934E-05,8.56304E-06,0.0001851747,0.03410837,0.03426285,0.00874854,0.42112,0.4216909,0.1300536,4.86651E-11,4.446735E-11
20107,2023-01-20 11:09:42.321703,216696073,0,5.057067E-05,1.74565E-05,8.55326E-06,0.0001847308,0.03454389,0.03468226,0.008725856,0.4302697,0.4308644,0.1298649,4.870486E-11,4.436937E-11
20270,2023-01-20 11:09:42.821689,217196072,0,5.240682E-05,1.770503E-05,8.247509E-06,0.0001839819,0.03250138,0.03258717,0.008573411,0.4111457,0.4116522,0.1286666,4.840914E-11,4.396182E-11
20433,2023-01-20 11:09:43.321714,217696085,0,5.226433E-05,1.793196E-05,8.216005E-06,0.0001856469,0.03349193,0.0336113,0.00860098,0.4222051,0.4227325,0.1286641,4.849605E-11,4.399757E-11
20595,2023-01-20 11:09:43.821690,218196072,0,5.342589E-05,1.736018E-05,8.090674E-06,0.0001863335,0.03185885,0.0320959,0.008499375,0.4060659,0.4065215,0.1277738,4.825313E-11,4.37095E-11
20758,2023-01-20 11:09:44.321712,218696080,0,5.292184E-05,1.826323E-05,8.225132E-06,0.0001876615,0.03340962,0.03376935,0.00856067,0.4191111,0.4196662,0.1280397,4.839074E-11,4.381011E-11
20921,2023-01-20 11:09:44.821706,219196074,0,5.268058E-05,1.760182E-05,8.259445E-06,0.0001899046,0.03287,0.03330757,0.008524481,0.4077203,0.4082707,0.1276698,4.824301E-11,4.362338E-11
21085,2023-01-20 11:09:45.321710,219696075,0,5.306073E-05,1.827544E-05,8.547074E-06,0.0001903951,0.03468436,0.03514347,0.008614624,0.4235601,0.4242865,0.128259,4.83916E-11,4.375719E-11
21250,2023-01-20 11:09:45.801679,220196086,0,5.336462E-05,1.837033E-05,8.696378E-06,0.0001915985,0.03646436,0.03693178,0.008691944,0.4403274,0.4412316,0.1288172,4.851391E-11,4.38763E-11
21413,2023-01-20 11:09:46.301643,220696071,0,5.407792E-05,1.808261E-05,8.464378E-06,0.0001922564,0.03507246,0.03543665,0.008612856,0.4252419,0.4260562,0.1282966,4.817173E-11,4.357185E-11
21576,2023-01-20 11:09:46.801644,221196091,0,5.339775E-05,1.825204E-05,8.346897E-06,0.0001943438,0.03649528,0.03704976,0.008658323,0.4404586,0.4414267,0.1287575,4.821097E-11,4.365626E-11
21739,2023-01-20 11:09:47.301546,221696074,0,5.37433E-05,1.711938E-05,8.21E-06,0.0001958181,0.03449075,0.03508388,0.008543455,0.4227453,0.423586,0.1279561,4.778584E-11,4.32924E-11
21951,2023-01-20 11:09:47.801519,222196110,0,5.414329E-05,1.710696E-05,8.339522E-06,0.0001967315,0.03585653,0.03651554,0.008594526,0.4373185,0.4383531,0.1283262,4.78559E-11,4.338125E-11
22114,2023-01-20 11:09:48.301470,222696081,0,5.499892E-05,1.559686E-05,8.269273E-06,0.0001983115,0.03458172,0.03508523,0.008522393,0.4228688,0.4238212,0.1278193,4.760183E-11,4.313866E-11
22277,2023-01-20 11:09:48.801494,223196102,0,5.506723E-05,1.492275E-05,8.425517E-06,0.0002004327,0.03631251,0.03677111,0.008586082,0.4397142,0.4408666,0.1283661,4.778095E-11,4.329877E-11
22440,2023-01-20 11:09:49.301471,223696080,0,5.533755E-05,1.544554E-05,8.192224E-06,0.0002009676,0.03466192,0.03503793,0.008491645,0.4238348,0.4248459,0.1277356,4.757389E-11,4.302951E-11
22604,2023-01-20 11:09:49.801505,224196122,0,5.708813E-05,1.583199E-05,8.254649E-06,0.0002005741,0.03616871,0.03659308,0.00853694,0.4391891,0.4403633,0.1281407,4.777326E-11,4.316532E-11
22768,2023-01-20 11:09:50.301452,224696072,0,5.903574E-05,1.736076E-05,7.994075E-06,0.0001985871,0.03505392,0.0355199,0.008461286,0.4249176,0.4259802,0.1276173,4.762515E-11,4.293987E-11
22933,2023-01-20 11:09:50.801495,225196116,0,5.823934E-05,1.874535E-05,8.072047E-06,0.0001996032,0.03677986,0.03746034,0.008542591,0.4427096,0.4440211,0.128224,4.782788E-11,4.312469E-11
23096,2023-01-20 11:09:51.301435,225696073,0,5.807885E-05,1.757465E-05,8.019716E-06,0.000201632,0.03528205,0.03604701,0.008479084,0.4286085,0.4298092,0.1277688,4.755333E-11,4.288092E-11
