LineNo,UTC_Approx,TimeUS,I,MagX,MagY,MagZ,OfsX,OfsY,OfsZ,MOX,MOY,MOZ,Health,S
139311,2023-01-20 11:15:43.360035,578494398,0,68,-253,660,-236,6,-63,0,0,0,1,578494394
139346,2023-01-20 11:15:43.460012,578594402,0,77,-255,643,-236,6,-63,0,0,0,1,578594398
139376,2023-01-20 11:15:43.559957,578694396,0,84,-246,650,-236,6,-63,0,0,0,1,578694392
139411,2023-01-20 11:15:43.659978,578794412,0,57,-251,673,-236,6,-63,0,0,0,1,578794408
139442,2023-01-20 11:15:43.759993,578894384,0,75,-246,666,-236,6,-63,0,0,0,1,578894381
139475,2023-01-20 11:15:43.860032,578994405,0,74,-237,661,-236,6,-63,0,0,0,1,578994402
139505,2023-01-20 11:15:43.960093,579094466,0,78,-235,654,-236,6,-63,0,0,0,1,579094462
139540,2023-01-20 11:15:44.060024,579194408,0,75,-241,678,-236,6,-63,0,0,0,1,579194404
139573,2023-01-20 11:15:44.160000,579294405,0,64,-236,664,-236,6,-63,0,0,0,1,579294401
139606,2023-01-20 11:15:44.260013,579394414,0,66,-238,667,-236,6,-63,0,0,0,1,579394411
139637,2023-01-20 11:15:44.360014,579494396,0,61,-244,666,-236,6,-63,0,0,0,1,579494392
139672,2023-01-20 11:15:44.460024,579594413,0,54,-254,670,-236,6,-63,0,0,0,1,579594409
139702,2023-01-20 11:15:44.560031,579694444,0,58,-244,670,-236,6,-63,0,0,0,1,579694440
139737,2023-01-20 11:15:44.660015,579794433,0,62,-252,670,-236,6,-63,0,0,0,1,579794429
139768,2023-01-20 11:15:44.759992,579894402,0,72,-243,668,-236,6,-63,0,0,0,1,579894398
139801,2023-01-20 11:15:44.860008,579994407,0,62,-250,669,-236,6,-63,0,0,0,1,579994403
139831,2023-01-20 11:15:44.960040,580094426,0,73,-247,649,-236,6,-63,0,0,0,1,580094422
139867,2023-01-20 11:15:45.060035,580194412,0,63,-248,652,-236,6,-63,0,0,0,1,580194408
139900,2023-01-20 11:15:45.160037,580294408,0,67,-246,655,-236,6,-63,0,0,0,1,580294404
139933,2023-01-20 11:15:45.260095,580394464,0,52,-252,670,-236,6,-63,0,0,0,1,580394460
139964,2023-01-20 11:15:45.360028,580494396,0,67,-245,662,-236,6,-63,0,0,0,1,580494392
139999,2023-01-20 11:15:45.460028,580594413,0,61,-251,662,-236,6,-63,0,0,0,1,580594409
140031,2023-01-20 11:15:45.559979,580694392,0,62,-248,669,-236,6,-63,0,0,0,1,580694389
140066,2023-01-20 11:15:45.660010,580794418,0,48,-253,667,-236,6,-63,0,0,0,1,580794414
140097,2023-01-20 11:15:45.760017,580894398,0,74,-247,661,-236,6,-63,0,0,0,1,580894394
140130,2023-01-20 11:15:45.860074,580994444,0,76,-255,622,-236,6,-63,0,0,0,1,580994440
140160,2023-01-20 11:15:45.960038,581094408,0,81,-251,644,-236,6,-63,0,0,0,1,581094404
140195,2023-01-20 11:15:46.060019,581194402,0,66,-251,658,-236,6,-63,0,0,0,1,581194398
140228,2023-01-20 11:15:46.159997,581294403,0,77,-254,640,-236,6,-63,0,0,0,1,581294399
140262,2023-01-20 11:15:46.260004,581394406,0,84,-249,634,-236,6,-63,0,0,0,1,581394402
140293,2023-01-20 11:15:46.360019,581494399,0,76,-261,649,-236,6,-63,0,0,0,1,581494396
140328,2023-01-20 11:15:46.460017,581594402,0,76,-257,634,-236,6,-63,0,0,0,1,581594398
140358,2023-01-20 11:15:46.560035,581694444,0,89,-256,631,-236,6,-63,0,0,0,1,581694441
140393,2023-01-20 11:15:46.660001,581794422,0,76,-251,628,-236,6,-63,0,0,0,1,581794418
140424,2023-01-20 11:15:46.759969,581894394,0,92,-253,634,-236,6,-63,0,0,0,1,581894391
140457,2023-01-20 11:15:46.859986,581994397,0,75,-252,641,-236,6,-63,0,0,0,1,581994393
140487,2023-01-20 11:15:46.960038,582094423,0,95,-248,638,-236,6,-63,0,0,0,1,582094419
140522,2023-01-20 11:15:47.060031,582194406,0,85,-248,645,-236,6,-63,0,0,0,1,582194403
140555,2023-01-20 11:15:47.160086,582294460,0,89,-242,645,-236,6,-63,0,0,0,1,582294456
140589,2023-01-20 11:15:47.260022,582394394,0,75,-248,640,-236,6,-63,0,0,0,1,582394391
140620,2023-01-20 11:15:47.360027,582494395,0,65,-255,655,-236,6,-63,0,0,0,1,582494391
140655,2023-01-20 11:15:47.460011,582594393,0,52,-247,654,-236,6,-63,0,0,0,1,582594389
140685,2023-01-20 11:15:47.559991,582694398,0,68,-247,655,-236,6,-63,0,0,0,1,582694394
140720,2023-01-20 11:15:47.660013,582794412,0,65,-242,665,-236,6,-63,0,0,0,1,582794409
140751,2023-01-20 11:15:47.760029,582894399,0,75,-250,665,-236,6,-63,0,0,0,1,582894395
140784,2023-01-20 11:15:47.860089,582994452,0,64,-252,663,-236,6,-63,0,0,0,1,582994449
140814,2023-01-20 11:15:47.960040,583094412,0,65,-250,653,-236,6,-63,0,0,0,1,583094405
140849,2023-01-20 11:15:48.060010,583194385,0,70,-248,653,-236,6,-63,0,0,0,1,583194381
140882,2023-01-20 11:15:48.160029,583294403,0,54,-252,680,-236,6,-63,0,0,0,1,583294399
140915,2023-01-20 11:15:48.260037,583394406,0,53,-262,676,-236,6,-63,0,0,0,1,583394402
140946,2023-01-20 11:15:48.360041,583494404,0,45,-257,668,-236,6,-63,0,0,0,1,583494400
140981,2023-01-20 11:15:48.460069,583594450,0,57,-257,680,-236,6,-63,0,0,0,1,583594446
141011,2023-01-20 11:15:48.559985,583694398,0,63,-260,674,-236,6,-63,0,0,0,1,583694394
141046,2023-01-20 11:15:48.659995,583794420,0,71,-258,660,-236,6,-63,0,0,0,1,583794416
141077,2023-01-20 11:15:48.759976,583894398,0,59,-256,666,-236,6,-63,0,0,0,1,583894394
141110,2023-01-20 11:15:48.859995,583994401,0,49,-260,695,-236,6,-63,0,0,0,1,583994397
141140,2023-01-20 11:15:48.960032,584094413,0,55,-251,676,-236,6,-63,0,0,0,1,584094410
141178,2023-01-20 11:15:49.060146,584194516,0,63,-253,658,-236,6,-63,0,0,0,1,584194512
141211,2023-01-20 11:15:49.160078,584294447,0,78,-251,655,-236,6,-63,0,0,0,1,584294443
141244,2023-01-20 11:15:49.259998,584394384,0,38,-263,698,-236,6,-63,0,0,0,1,584394380
141275,2023-01-20 11:15:49.359977,584494392,0,43,-249,703,-236,6,-63,0,0,0,1,584494388
141311,2023-01-20 11:15:49.459975,584594400,0,79,-252,662,-236,6,-63,0,0,0,1,584594396
141341,2023-01-20 11:15:49.559976,584694398,0,62,-257,662,-236,6,-63,0,0,0,1,584694389
141376,2023-01-20 11:15:49.660008,584794411,0,48,-259,692,-236,6,-63,0,0,0,1,584794407
141407,2023-01-20 11:15:49.760052,584894426,0,55,-261,675,-236,6,-63,0,0,0,1,584894422
141440,2023-01-20 11:15:49.860023,584994382,0,74,-255,662,-236,6,-63,0,0,0,1,584994378
141470,2023-01-20 11:15:49.960055,585094408,0,46,-256,687,-236,6,-63,0,0,0,1,585094404
141505,2023-01-20 11:15:50.060041,585194402,0,43,-249,694,-236,6,-63,0,0,0,1,585194384
141538,2023-01-20 11:15:50.160031,585294408,0,53,-257,659,-236,6,-63,0,0,0,1,585294405
141571,2023-01-20 11:15:50.260023,585394406,0,73,-251,653,-236,6,-63,0,0,0,1,585394403
141601,2023-01-20 11:15:50.360014,585494398,0,68,-251,662,-236,6,-63,0,0,0,1,585494394
141637,2023-01-20 11:15:50.454650,585594446,0,74,-246,661,-236,6,-63,0,0,0,1,585594442
141669,2023-01-20 11:15:50.545588,585694389,0,53,-251,671,-236,6,-63,0,0,0,1,585694385
141704,2023-01-20 11:15:50.640207,585794408,0,63,-245,671,-236,6,-63,0,0,0,1,585794404
141735,2023-01-20 11:15:50.740157,585894387,0,79,-247,648,-236,6,-63,0,0,0,1,585894383
141768,2023-01-20 11:15:50.840177,585994409,0,69,-249,663,-236,6,-63,0,0,0,1,585994405
141798,2023-01-20 11:15:50.940216,586094409,0,65,-249,672,-236,6,-63,0,0,0,1,586094405
141833,2023-01-20 11:15:51.040432,586194595,0,68,-252,680,-236,6,-63,0,0,0,1,586194583
141866,2023-01-20 11:15:51.140261,586294410,0,57,-259,658,-236,6,-63,0,0,0,1,586294406
141899,2023-01-20 11:15:51.240241,586394391,0,71,-256,658,-236,6,-63,0,0,0,1,586394387
141930,2023-01-20 11:15:51.340218,586494389,0,72,-253,661,-236,6,-63,0,0,0,1,586494385
141966,2023-01-20 11:15:51.440189,586594400,0,58,-254,667,-236,6,-63,0,0,0,1,586594396
141997,2023-01-20 11:15:51.540119,586694396,0,62,-250,668,-236,6,-63,0,0,0,1,586694393
142032,2023-01-20 11:15:51.640116,586794421,0,63,-255,667,-236,6,-63,0,0,0,1,586794417
142063,2023-01-20 11:15:51.740164,586894438,0,55,-260,673,-236,6,-63,0,0,0,1,586894434
142096,2023-01-20 11:15:51.844565,586994399,0,46,-260,682,-236,6,-63,0,0,0,1,586994396
142126,2023-01-20 11:15:51.955588,587094409,0,47,-261,666,-236,6,-63,0,0,0,1,587094405
142161,2023-01-20 11:15:52.054548,587194394,0,59,-257,670,-236,6,-63,0,0,0,1,587194390
142194,2023-01-20 11:15:52.145517,587294422,0,64,-253,666,-236,6,-63,0,0,0,1,587294418
142226,2023-01-20 11:15:52.240064,587394398,0,60,-256,671,-236,6,-63,0,0,0,1,587394394
142256,2023-01-20 11:15:52.340094,587494437,0,71,-254,654,-236,6,-63,0,0,0,1,587494433
142292,2023-01-20 11:15:52.440045,587594410,0,75,-262,649,-236,6,-63,0,0,0,1,587594406
142322,2023-01-20 11:15:52.539993,587694399,0,85,-252,643,-236,6,-63,0,0,0,1,587694395
142357,2023-01-20 11:15:52.639992,587794417,0,66,-253,658,-236,6,-63,0,0,0,1,587794414
142388,2023-01-20 11:15:52.739986,587894399,0,66,-256,638,-236,6,-63,0,0,0,1,587894395
142421,2023-01-20 11:15:52.840002,587994398,0,68,-260,650,-236,6,-63,0,0,0,1,587994394
142451,2023-01-20 11:15:52.940032,588094404,0,52,-257,676,-236,6,-63,0,0,0,1,588094401
142486,2023-01-20 11:15:53.040072,588194432,0,71,-263,658,-236,6,-63,0,0,0,1,588194428
142519,2023-01-20 11:15:53.140052,588294416,0,83,-260,633,-236,6,-63,0,0,0,1,588294408
142552,2023-01-20 11:15:53.240000,588394373,0,104,-256,617,-236,6,-63,0,0,0,1,588394370
142582,2023-01-20 11:15:53.340008,588494399,0,85,-257,631,-236,6,-63,0,0,0,1,588494395
142618,2023-01-20 11:15:53.439990,588594396,0,77,-256,647,-236,6,-63,0,0,0,1,588594388
142648,2023-01-20 11:15:53.539977,588694394,0,67,-253,657,-236,6,-63,0,0,0,1,588694390
142684,2023-01-20 11:15:53.640011,588794422,0,72,-253,668,-236,6,-63,0,0,0,1,588794418
142715,2023-01-20 11:15:53.740014,588894394,0,76,-254,652,-236,6,-63,0,0,0,1,588894390
142748,2023-01-20 11:15:53.840028,588994389,0,73,-259,643,-236,6,-63,0,0,0,1,588994385
142778,2023-01-20 11:15:53.940039,589094401,0,98,-263,629,-236,6,-63,0,0,0,1,589094397
142813,2023-01-20 11:15:54.040032,589194395,0,94,-266,611,-236,6,-63,0,0,0,1,589194391
142846,2023-01-20 11:15:54.140051,589294414,0,86,-254,642,-236,6,-63,0,0,0,1,589294410
142879,2023-01-20 11:15:54.240025,589394386,0,96,-258,621,-236,6,-63,0,0,0,1,589394382
142909,2023-01-20 11:15:54.340094,589494451,0,84,-262,634,-236,6,-63,0,0,0,1,589494447
142945,2023-01-20 11:15:54.440023,589594393,0,71,-267,629,-236,6,-63,0,0,0,1,589594389
142975,2023-01-20 11:15:54.539985,589694393,0,97,-265,619,-236,6,-63,0,0,0,1,589694390
143010,2023-01-20 11:15:54.640004,589794420,0,99,-266,635,-236,6,-63,0,0,0,1,589794416
143041,2023-01-20 11:15:54.740023,589894403,0,80,-255,633,-236,6,-63,0,0,0,1,589894398
143074,2023-01-20 11:15:54.840033,589994393,0,87,-256,650,-236,6,-63,0,0,0,1,589994389
143104,2023-01-20 11:15:54.940041,590094405,0,77,-256,630,-236,6,-63,0,0,0,1,590094402
143139,2023-01-20 11:15:55.040079,590194445,0,91,-248,630,-236,6,-63,0,0,0,1,590194441
143172,2023-01-20 11:15:55.140038,590294403,0,88,-254,618,-236,6,-63,0,0,0,1,590294400
143205,2023-01-20 11:15:55.240019,590394390,0,87,-246,634,-236,6,-63,0,0,0,1,590394386
143235,2023-01-20 11:15:55.340000,590494390,0,77,-246,622,-236,6,-63,0,0,0,1,590494386
143271,2023-01-20 11:15:55.439986,590594392,0,78,-255,644,-236,6,-63,0,0,0,1,590594389
143303,2023-01-20 11:15:55.539974,590694392,0,98,-244,612,-236,6,-63,0,0,0,1,590694389
143338,2023-01-20 11:15:55.640049,590794464,0,81,-255,631,-236,6,-63,0,0,0,1,590794460
143369,2023-01-20 11:15:55.739992,590894383,0,94,-247,630,-236,6,-63,0,0,0,1,590894379
143403,2023-01-20 11:15:55.840004,590994388,0,68,-259,650,-236,6,-63,0,0,0,1,590994384
143433,2023-01-20 11:15:55.940003,591094405,0,70,-247,649,-236,6,-63,0,0,0,1,591094401
143468,2023-01-20 11:15:56.040012,591194414,0,79,-253,646,-236,6,-63,0,0,0,1,591194410
143501,2023-01-20 11:15:56.140041,591294417,0,94,-251,623,-236,6,-63,0,0,0,1,591294413
143534,2023-01-20 11:15:56.240017,591394378,0,91,-252,628,-236,6,-63,0,0,0,1,591394374
143564,2023-01-20 11:15:56.340078,591494440,0,88,-250,637,-236,6,-63,0,0,0,1,591494436
143601,2023-01-20 11:15:56.440023,591594399,0,88,-245,627,-236,6,-63,0,0,0,1,591594396
143631,2023-01-20 11:15:56.539997,591694405,0,89,-249,620,-236,6,-63,0,0,0,1,591694401
143666,2023-01-20 11:15:56.640002,591794417,0,96,-249,609,-236,6,-63,0,0,0,1,591794413
143697,2023-01-20 11:15:56.740016,591894400,0,99,-244,614,-236,6,-63,0,0,0,1,591894396
143730,2023-01-20 11:15:56.840042,591994406,0,74,-246,648,-236,6,-63,0,0,0,1,591994403
143760,2023-01-20 11:15:56.940098,592094458,0,57,-245,663,-236,6,-63,0,0,0,1,592094454
143795,2023-01-20 11:15:57.040102,592194460,0,63,-246,661,-236,6,-63,0,0,0,1,592194457
143828,2023-01-20 11:15:57.140041,592294399,0,93,-244,645,-236,6,-63,0,0,0,1,592294396
143861,2023-01-20 11:15:57.240036,592394394,0,81,-245,642,-236,6,-63,0,0,0,1,592394391
143891,2023-01-20 11:15:57.340038,592494397,0,59,-250,668,-236,6,-63,0,0,0,1,592494393
143927,2023-01-20 11:15:57.440022,592594394,0,64,-245,664,-236,6,-63,0,0,0,1,592594390
143957,2023-01-20 11:15:57.540001,592694403,0,91,-252,621,-236,6,-63,0,0,0,1,592694399
143992,2023-01-20 11:15:57.640053,592794461,0,85,-251,622,-236,6,-63,0,0,0,1,592794457
144023,2023-01-20 11:15:57.740019,592894398,0,71,-256,635,-236,6,-63,0,0,0,1,592894394
144056,2023-01-20 11:15:57.840034,592994403,0,95,-256,611,-236,6,-63,0,0,0,1,592994399
144087,2023-01-20 11:15:57.940017,593094405,0,93,-264,620,-236,6,-63,0,0,0,1,593094402
144122,2023-01-20 11:15:58.040003,593194394,0,90,-250,613,-236,6,-63,0,0,0,1,593194390
144155,2023-01-20 11:15:58.140049,593294420,0,90,-252,628,-236,6,-63,0,0,0,1,593294416
144188,2023-01-20 11:15:58.240085,593394445,0,67,-261,666,-236,6,-63,0,0,0,1,593394441
144218,2023-01-20 11:15:58.340022,593494385,0,75,-258,630,-236,6,-63,0,0,0,1,593494382
144254,2023-01-20 11:15:58.440012,593594393,0,82,-257,627,-236,6,-63,0,0,0,1,593594381
144284,2023-01-20 11:15:58.539976,593694398,0,95,-259,616,-236,6,-63,0,0,0,1,593694395
144319,2023-01-20 11:15:58.639986,593794415,0,77,-264,624,-236,6,-63,0,0,0,1,593794407
144399,2023-01-20 11:15:58.740010,593894397,0,88,-262,620,-236,6,-63,0,0,0,1,593894393
144432,2023-01-20 11:15:58.840038,593994399,0,92,-266,618,-236,6,-63,0,0,0,1,593994395
144462,2023-01-20 11:15:58.940096,594094458,0,83,-268,626,-236,6,-63,0,0,0,1,594094454
144498,2023-01-20 11:15:59.040086,594194448,0,69,-274,635,-236,6,-63,0,0,0,1,594194444
144531,2023-01-20 11:15:59.140050,594294411,0,74,-274,641,-236,6,-63,0,0,0,1,594294408
144564,2023-01-20 11:15:59.240038,594394400,0,60,-272,649,-236,6,-63,0,0,0,1,594394396
144594,2023-01-20 11:15:59.340026,594494390,0,69,-266,647,-236,6,-63,0,0,0,1,594494386
144630,2023-01-20 11:15:59.440025,594594405,0,68,-267,647,-236,6,-63,0,0,0,1,594594402
144660,2023-01-20 11:15:59.540028,594694444,0,73,-268,644,-236,6,-63,0,0,0,1,594694440
144695,2023-01-20 11:15:59.639992,594794412,0,70,-265,651,-236,6,-63,0,0,0,1,594794408
144726,2023-01-20 11:15:59.740011,594894387,0,81,-269,633,-236,6,-63,0,0,0,1,594894384
144759,2023-01-20 11:15:59.836439,594994403,0,88,-266,621,-236,6,-63,0,0,0,1,594994399
144789,2023-01-20 11:15:59.927413,595094403,0,85,-263,634,-236,6,-63,0,0,0,1,595094399
144824,2023-01-20 11:16:00.020178,595194386,0,67,-265,643,-236,6,-63,0,0,0,1,595194382
144857,2023-01-20 11:16:00.120139,595294429,0,71,-269,649,-236,6,-63,0,0,0,1,595294425
144891,2023-01-20 11:16:00.220103,595394443,0,69,-266,658,-236,6,-63,0,0,0,1,595394439
144921,2023-01-20 11:16:00.320130,595494394,0,51,-268,674,-236,6,-63,0,0,0,1,595494390
144957,2023-01-20 11:16:00.420173,595594393,0,47,-261,676,-236,6,-63,0,0,0,1,595594389
144989,2023-01-20 11:16:00.520095,595694397,0,55,-265,679,-236,6,-63,0,0,0,1,595694393
145024,2023-01-20 11:16:00.620064,595794427,0,58,-257,679,-236,6,-63,0,0,0,1,595794423
145055,2023-01-20 11:16:00.720062,595894399,0,49,-266,673,-236,6,-63,0,0,0,1,595894395
145088,2023-01-20 11:16:00.820114,595994435,0,50,-260,684,-236,6,-63,0,0,0,1,595994431
145118,2023-01-20 11:16:00.920064,596094405,0,34,-260,705,-236,6,-63,0,0,0,1,596094401
145153,2023-01-20 11:16:01.020101,596194448,0,21,-262,724,-236,6,-63,0,0,0,1,596194444
145186,2023-01-20 11:16:01.120117,596294413,0,26,-263,709,-236,6,-63,0,0,0,1,596294409
145219,2023-01-20 11:16:01.220129,596394397,0,38,-264,702,-236,6,-63,0,0,0,1,596394393
145249,2023-01-20 11:16:01.320065,596494393,0,28,-263,714,-236,6,-63,0,0,0,1,596494389
145285,2023-01-20 11:16:01.420024,596594402,0,39,-260,707,-236,6,-63,0,0,0,1,596594399
145316,2023-01-20 11:16:01.520043,596694433,0,34,-263,706,-236,6,-63,0,0,0,1,596694430
145351,2023-01-20 11:16:01.620021,596794417,0,70,-250,665,-236,6,-63,0,0,0,1,596794413
145382,2023-01-20 11:16:01.720013,596894388,0,66,-258,668,-236,6,-63,0,0,0,1,596894384
145415,2023-01-20 11:16:01.820028,596994391,0,47,-257,704,-236,6,-63,0,0,0,1,596994387
145445,2023-01-20 11:16:01.920022,597094409,0,45,-265,696,-236,6,-63,0,0,0,1,597094405
145480,2023-01-20 11:16:02.019996,597194397,0,57,-258,677,-236,6,-63,0,0,0,1,597194393
145513,2023-01-20 11:16:02.120072,597294450,0,51,-264,684,-236,6,-63,0,0,0,1,597294446
145546,2023-01-20 11:16:02.220024,597394380,0,50,-257,663,-236,6,-63,0,0,0,1,597394376
145577,2023-01-20 11:16:02.320051,597494394,0,57,-258,688,-236,6,-63,0,0,0,1,597494390
145613,2023-01-20 11:16:02.420049,597594391,0,36,-259,695,-236,6,-63,0,0,0,1,597594387
145643,2023-01-20 11:16:02.519992,597694384,0,54,-259,680,-236,6,-63,0,0,0,1,597694380
145678,2023-01-20 11:16:02.619975,597794399,0,57,-257,658,-236,6,-63,0,0,0,1,597794395
145709,2023-01-20 11:16:02.720015,597894398,0,69,-262,663,-236,6,-63,0,0,0,1,597894394
145742,2023-01-20 11:16:02.820095,597994447,0,68,-265,669,-236,6,-63,0,0,0,1,597994443
145772,2023-01-20 11:16:02.920046,598094401,0,54,-265,672,-236,6,-63,0,0,0,1,598094397
145807,2023-01-20 11:16:03.020035,598194394,0,37,-271,685,-236,6,-63,0,0,0,1,598194391
145840,2023-01-20 11:16:03.120052,598294414,0,44,-264,679,-236,6,-63,0,0,0,1,598294411
145873,2023-01-20 11:16:03.220035,598394399,0,55,-262,679,-236,6,-63,0,0,0,1,598394395
145903,2023-01-20 11:16:03.320037,598494399,0,42,-268,677,-236,6,-63,0,0,0,1,598494395
145938,2023-01-20 11:16:03.420085,598594451,0,56,-265,681,-236,6,-63,0,0,0,1,598594447
145968,2023-01-20 11:16:03.519997,598694394,0,62,-258,677,-236,6,-63,0,0,0,1,598694390
146003,2023-01-20 11:16:03.620005,598794420,0,41,-262,682,-236,6,-63,0,0,0,1,598794417
146034,2023-01-20 11:16:03.720015,598894399,0,46,-260,671,-236,6,-63,0,0,0,1,598894395
146067,2023-01-20 11:16:03.820012,598994376,0,65,-263,670,-236,6,-63,0,0,0,1,598994373
146097,2023-01-20 11:16:03.920027,599094413,0,51,-266,677,-236,6,-63,0,0,0,1,599094409
146132,2023-01-20 11:16:04.020005,599194404,0,63,-261,658,-236,6,-63,0,0,0,1,599194400
146165,2023-01-20 11:16:04.120070,599294451,0,70,-267,630,-236,6,-63,0,0,0,1,599294447
146198,2023-01-20 11:16:04.220020,599394386,0,105,-264,611,-236,6,-63,0,0,0,1,599394383
146228,2023-01-20 11:16:04.320025,599494388,0,70,-268,633,-236,6,-63,0,0,0,1,599494384
146265,2023-01-20 11:16:04.420003,599594374,0,91,-265,627,-236,6,-63,0,0,0,1,599594371
146295,2023-01-20 11:16:04.519975,599694400,0,85,-270,621,-236,6,-63,0,0,0,1,599694396
146330,2023-01-20 11:16:04.619962,599794419,0,89,-263,630,-236,6,-63,0,0,0,1,599794415
146361,2023-01-20 11:16:04.720047,599894447,0,110,-264,598,-236,6,-63,0,0,0,1,599894443
146394,2023-01-20 11:16:04.820050,599994404,0,104,-261,607,-236,6,-63,0,0,0,1,599994401
146424,2023-01-20 11:16:04.920056,600094409,0,78,-264,642,-236,6,-63,0,0,0,1,600094405
146459,2023-01-20 11:16:05.020047,600194402,0,82,-268,628,-236,6,-63,0,0,0,1,600194398
146492,2023-01-20 11:16:05.120046,600294411,0,86,-262,620,-236,6,-63,0,0,0,1,600294407
146525,2023-01-20 11:16:05.220045,600394416,0,83,-268,620,-236,6,-63,0,0,0,1,600394412
146555,2023-01-20 11:16:05.320040,600494404,0,96,-263,615,-236,6,-63,0,0,0,1,600494400
146591,2023-01-20 11:16:05.420083,600594447,0,85,-268,620,-236,6,-63,0,0,0,1,600594443
146623,2023-01-20 11:16:05.519999,600694395,0,87,-260,613,-236,6,-63,0,0,0,1,600694392
146658,2023-01-20 11:16:05.620005,600794420,0,81,-256,636,-236,6,-63,0,0,0,1,600794416
146689,2023-01-20 11:16:05.720022,600894406,0,60,-260,656,-236,6,-63,0,0,0,1,600894403
146722,2023-01-20 11:16:05.820048,600994407,0,85,-254,643,-236,6,-63,0,0,0,1,600994403
146752,2023-01-20 11:16:05.920051,601094409,0,85,-251,628,-236,6,-63,0,0,0,1,601094405
146787,2023-01-20 11:16:06.020092,601194450,0,80,-254,646,-236,6,-63,0,0,0,1,601194446
146820,2023-01-20 11:16:06.120050,601294411,0,76,-249,637,-236,6,-63,0,0,0,1,601294408
146853,2023-01-20 11:16:06.220046,601394409,0,74,-255,638,-236,6,-63,0,0,0,1,601394405
146883,2023-01-20 11:16:06.320040,601494401,0,87,-256,633,-236,6,-63,0,0,0,1,601494397
146919,2023-01-20 11:16:06.420030,601594400,0,87,-253,629,-236,6,-63,0,0,0,1,601594396
146949,2023-01-20 11:16:06.519977,601694400,0,80,-253,624,-236,6,-63,0,0,0,1,601694396
146986,2023-01-20 11:16:06.619962,601794417,0,71,-252,645,-236,6,-63,0,0,0,1,601794413
147017,2023-01-20 11:16:06.720031,601894433,0,59,-252,646,-236,6,-63,0,0,0,1,601894429
147050,2023-01-20 11:16:06.820035,601994394,0,53,-256,655,-236,6,-63,0,0,0,1,601994390
147080,2023-01-20 11:16:06.920044,602094406,0,62,-243,660,-236,6,-63,0,0,0,1,602094402
147115,2023-01-20 11:16:07.020032,602194400,0,74,-258,659,-236,6,-63,0,0,0,1,602194392
147148,2023-01-20 11:16:07.120020,602294406,0,53,-251,667,-236,6,-63,0,0,0,1,602294403
147181,2023-01-20 11:16:07.219996,602394392,0,68,-249,688,-236,6,-63,0,0,0,1,602394388
147211,2023-01-20 11:16:07.320065,602494439,0,64,-255,667,-236,6,-63,0,0,0,1,602494435
147247,2023-01-20 11:16:07.420029,602594393,0,69,-256,643,-236,6,-63,0,0,0,1,602594390
147277,2023-01-20 11:16:07.520001,602694398,0,69,-247,657,-236,6,-63,0,0,0,1,602694394
147312,2023-01-20 11:16:07.619995,602794413,0,57,-261,665,-236,6,-63,0,0,0,1,602794409
147343,2023-01-20 11:16:07.719999,602894393,0,97,-251,642,-236,6,-63,0,0,0,1,602894389
147376,2023-01-20 11:16:07.820029,602994402,0,77,-263,633,-236,6,-63,0,0,0,1,602994398
147406,2023-01-20 11:16:07.920049,603094414,0,89,-257,634,-236,6,-63,0,0,0,1,603094410
147441,2023-01-20 11:16:08.020084,603194442,0,74,-254,644,-236,6,-63,0,0,0,1,603194438
147474,2023-01-20 11:16:08.120045,603294402,0,63,-261,652,-236,6,-63,0,0,0,1,603294398
147507,2023-01-20 11:16:08.220036,603394392,0,68,-266,641,-236,6,-63,0,0,0,1,603394388
147537,2023-01-20 11:16:08.320048,603494407,0,88,-256,635,-236,6,-63,0,0,0,1,603494403
147573,2023-01-20 11:16:08.418204,603594399,0,69,-254,655,-236,6,-63,0,0,0,1,603594395
147603,2023-01-20 11:16:08.509039,603694388,0,65,-262,649,-236,6,-63,0,0,0,1,603694370
147638,2023-01-20 11:16:08.600088,603794603,0,75,-260,636,-236,6,-63,0,0,0,1,603794599
147670,2023-01-20 11:16:08.699914,603894392,0,69,-262,647,-236,6,-63,0,0,0,1,603894388
147703,2023-01-20 11:16:08.800088,603994529,0,70,-252,652,-236,6,-63,0,0,0,1,603994526
147733,2023-01-20 11:16:08.899965,604094414,0,74,-259,648,-236,6,-63,0,0,0,1,604094410
147769,2023-01-20 11:16:09.000089,604194547,0,80,-251,640,-236,6,-63,0,0,0,1,604194543
147802,2023-01-20 11:16:09.099964,604294420,0,94,-256,618,-236,6,-63,0,0,0,1,604294417
147835,2023-01-20 11:16:09.200088,604394542,0,95,-260,599,-236,6,-63,0,0,0,1,604394538
147865,2023-01-20 11:16:09.299978,604494444,0,103,-262,607,-236,6,-63,0,0,0,1,604494440
147901,2023-01-20 11:16:09.400093,604594572,0,101,-264,608,-236,6,-63,0,0,0,1,604594568
147931,2023-01-20 11:16:09.499869,604694388,0,100,-259,621,-236,6,-63,0,0,0,1,604694384
147966,2023-01-20 11:16:09.600097,604794656,0,85,-258,626,-236,6,-63,0,0,0,1,604794652
147997,2023-01-20 11:16:09.699883,604894398,0,92,-262,635,-236,6,-63,0,0,0,1,604894394
148030,2023-01-20 11:16:09.800093,604994563,0,92,-265,625,-236,6,-63,0,0,0,1,604994560
148060,2023-01-20 11:16:09.899905,605094407,0,100,-257,623,-236,6,-63,0,0,0,1,605094403
