LineNo,UTC_Approx,TimeUS,Dp,Blk,Bytes,FMn,FMx,FAv
237123,2023-01-20 11:20:39.494964,875249348,33,325,13214,11333,15649,13519
237450,2023-01-20 11:20:40.497241,876251642,33,326,13257,11668,16038,13806
237780,2023-01-20 11:20:41.499793,877254189,33,329,13354,11925,16295,14010
238107,2023-01-20 11:20:42.502594,878257005,33,326,13257,11246,16325,13754
238433,2023-01-20 11:20:43.505163,879259556,33,325,13214,11421,15737,13604
238759,2023-01-20 11:20:44.507254,880261639,33,325,13214,11756,16126,13893
239086,2023-01-20 11:20:45.509742,881264141,33,326,13257,12094,16301,14083
239415,2023-01-20 11:20:46.512300,882266676,33,328,13300,11295,16323,13561
239791,2023-01-20 11:20:47.495138,883269483,33,375,14678,11419,15785,13603
240118,2023-01-20 11:20:48.497373,884271654,33,326,13267,11753,16144,13856
240445,2023-01-20 11:20:49.499766,885274156,33,326,13257,12237,16309,14327
240773,2023-01-20 11:20:50.502292,886276697,33,327,13252,11244,15560,13429
241100,2023-01-20 11:20:51.504711,887279144,33,326,13257,11541,15868,13660
241427,2023-01-20 11:20:52.507532,888281935,33,326,13262,11788,16192,13896
241753,2023-01-20 11:20:53.509695,889284120,33,325,13228,11177,16343,14033
242078,2023-01-20 11:20:54.512250,890286648,33,324,13185,11361,15706,13559
242405,2023-01-20 11:20:55.514715,891289104,33,326,13352,11725,15957,13810
242731,2023-01-20 11:20:56.497065,892291617,33,325,13194,11887,16315,14012
243060,2023-01-20 11:20:57.499959,893294569,33,328,13372,11175,16166,13468
243410,2023-01-20 11:20:58.502743,894297363,33,349,14202,11571,15847,13730
243738,2023-01-20 11:20:59.504492,895299111,33,327,13395,11755,16034,13742
244064,2023-01-20 11:21:00.507025,896301679,33,325,13194,12239,16354,14363
244389,2023-01-20 11:21:01.509471,897304123,33,324,13185,11271,15496,13463
244716,2023-01-20 11:21:02.512307,898306953,33,326,13276,11619,15892,13707
245041,2023-01-20 11:21:03.514476,899309131,33,324,13185,11911,16281,13967
245366,2023-01-20 11:21:04.516975,900311630,33,324,13185,11101,16320,13451
245695,2023-01-20 11:21:05.500324,901314497,33,328,13390,11585,15899,13789
246020,2023-01-20 11:21:06.513568,902316675,33,324,13199,11747,16049,13869
246346,2023-01-20 11:21:07.505256,903319648,33,325,13233,12039,16336,14060
246671,2023-01-20 11:21:08.507228,904321623,33,324,13209,11239,16342,13585
247000,2023-01-20 11:21:09.509713,905324122,33,328,13470,11505,15801,13747
247326,2023-01-20 11:21:10.512255,906326641,33,325,13194,11785,16151,13927
247649,2023-01-20 11:21:11.514751,907329153,33,322,13123,11149,16327,13797
247977,2023-01-20 11:21:12.517716,908332108,33,327,13305,11267,15621,13276
248304,2023-01-20 11:21:13.519796,909334188,33,326,13268,11751,15950,13895
248675,2023-01-20 11:21:14.522305,910336687,33,370,14533,12003,16275,13957
249003,2023-01-20 11:21:15.504919,911339121,33,327,13252,11139,16325,13525
249329,2023-01-20 11:21:16.507298,912341625,33,325,13214,11613,15809,13751
249657,2023-01-20 11:21:17.512187,913346613,33,327,13305,11822,16090,13917
249984,2023-01-20 11:21:18.514740,914349150,33,326,13267,11036,16296,13726
250311,2023-01-20 11:21:19.517195,915351601,33,326,13257,11174,16320,13532
250639,2023-01-20 11:21:20.519730,916354160,33,327,13252,11719,15936,13860
250966,2023-01-20 11:21:21.522635,917357044,33,326,13257,11933,16227,14027
251293,2023-01-20 11:21:22.525100,918359535,33,326,13262,11157,16325,13815
251620,2023-01-20 11:21:23.527221,919361627,33,326,13257,11275,15632,13325
251946,2023-01-20 11:21:24.529728,920364159,33,325,13214,11807,16003,13943
252275,2023-01-20 11:21:25.520365,921366661,33,328,13295,12059,16299,14150
252601,2023-01-20 11:21:26.515229,922369515,33,325,13214,11293,16319,13835
252929,2023-01-20 11:21:27.524776,923371670,33,327,13305,11411,15762,13453
253257,2023-01-20 11:21:28.519734,924374190,33,327,13321,11895,16038,14018
253583,2023-01-20 11:21:29.522271,925376688,33,325,13226,12123,16288,14175
253913,2023-01-20 11:21:30.524776,926379191,33,329,13429,11259,16343,13568
254237,2023-01-20 11:21:31.527525,927382245,33,323,13156,11296,15733,13388
254562,2023-01-20 11:21:32.529681,928384731,33,324,13204,11929,16135,14072
254886,2023-01-20 11:21:33.520334,929387254,33,323,13156,11225,16256,13892
255209,2023-01-20 11:21:34.527613,930389799,33,322,13127,11323,15718,13473
255534,2023-01-20 11:21:35.517284,931392257,33,324,13165,11802,16239,13912
255865,2023-01-20 11:21:36.520153,932395180,33,330,13555,12112,16333,14291
256213,2023-01-20 11:21:37.522910,933397947,33,347,14131,11240,15446,13369
256537,2023-01-20 11:21:38.524691,934399733,33,323,13180,11531,15852,13587
256909,2023-01-20 11:21:39.525009,935400033,33,371,14548,10814,16324,13805
257235,2023-01-20 11:21:40.527487,936402524,33,325,13194,11261,16324,13611
257560,2023-01-20 11:21:41.529732,937404768,33,324,13185,11470,15815,13522
257886,2023-01-20 11:21:42.532530,938407579,33,325,13233,11954,16319,14256
258211,2023-01-20 11:21:43.534717,939409736,33,324,13181,11283,16309,13673
258537,2023-01-20 11:21:44.517178,940412358,33,325,13214,11521,15717,13575
258866,2023-01-20 11:21:45.533032,941414809,33,328,13306,11773,16202,13812
259192,2023-01-20 11:21:46.521983,942417337,33,325,13214,11050,16257,13618
259519,2023-01-20 11:21:47.524983,943420317,33,326,13262,11231,15567,13518
259846,2023-01-20 11:21:48.526866,944422227,33,326,13267,11695,15838,13725
260172,2023-01-20 11:21:49.529461,945424797,33,325,13214,11894,16210,13929
260500,2023-01-20 11:21:50.531995,946427326,33,327,13252,11209,16329,13752
260826,2023-01-20 11:21:51.534394,947429770,33,325,13214,11352,15688,13636
261152,2023-01-20 11:21:52.537357,948432719,33,325,13214,11864,16060,13912
261479,2023-01-20 11:21:53.527049,949434762,33,326,13262,12068,16297,14076
261805,2023-01-20 11:21:54.522507,950437324,33,325,13214,11195,15653,13233
262133,2023-01-20 11:21:55.524734,951439745,33,327,13252,11683,16020,13937
262459,2023-01-20 11:21:56.527215,952442263,33,325,13214,12071,16267,14145
262783,2023-01-20 11:21:57.532293,953447358,33,323,13156,11261,16278,13561
263109,2023-01-20 11:21:58.534716,954449746,33,325,13257,11508,15869,13503
263482,2023-01-20 11:21:59.537174,955452244,33,372,14561,11920,16125,14139
263808,2023-01-20 11:22:00.539757,956454781,33,325,13219,11211,16328,13828
264130,2023-01-20 11:22:01.542572,957457589,33,321,13094,11386,15877,13466
264453,2023-01-20 11:22:02.545135,958460157,33,322,13127,11928,16305,14194
264777,2023-01-20 11:22:03.533909,959462250,33,323,13175,11008,15385,13281
265100,2023-01-20 11:22:04.529711,960464770,33,322,13127,11521,15775,13623
265425,2023-01-20 11:22:05.532301,961467395,33,324,13165,11946,16323,13974
265748,2023-01-20 11:22:06.535040,962470104,33,322,13127,11368,16319,13838
266071,2023-01-20 11:22:07.537255,963472321,33,322,13127,11578,16006,13855
266397,2023-01-20 11:22:08.539742,964474804,33,325,13257,12124,16269,14155
266721,2023-01-20 11:22:09.542291,965477352,33,323,13156,11271,16288,13568
267047,2023-01-20 11:22:10.544762,966479820,33,325,13194,11518,15980,13616
267366,2023-01-20 11:22:11.547486,967482560,33,318,12903,11252,16272,13901
267690,2023-01-20 11:22:12.529949,968484762,33,323,13156,11345,15690,13594
268015,2023-01-20 11:22:13.532328,969487255,33,324,13204,11829,16006,13888
268339,2023-01-20 11:22:14.534749,970489753,33,323,13156,12177,16338,14133
268664,2023-01-20 11:22:15.537266,971492320,33,324,13165,11276,15767,13377
268992,2023-01-20 11:22:16.540164,972495205,33,327,13324,11780,16125,14035
269340,2023-01-20 11:22:17.542903,973497961,33,347,14112,11182,16315,13856
269666,2023-01-20 11:22:18.544728,974499782,33,325,13257,11363,15554,13341
269989,2023-01-20 11:22:19.547275,975502319,33,322,13127,11775,16149,14028
270314,2023-01-20 11:22:20.549693,976504769,33,324,13161,11122,16242,13572
270638,2023-01-20 11:22:21.552547,977507572,33,323,13156,11294,15689,13486
270961,2023-01-20 11:22:22.534844,978509738,33,322,13127,11778,16032,13805
271286,2023-01-20 11:22:23.537317,979512343,33,324,13204,11287,16300,14041
271610,2023-01-20 11:22:24.539881,980514782,33,323,13156,11371,15716,13607
271935,2023-01-20 11:22:25.542315,981517362,33,324,13165,11767,16141,13958
272259,2023-01-20 11:22:26.545186,982520261,33,323,13156,12242,16340,14183
272583,2023-01-20 11:22:27.547210,983522254,33,323,13156,11341,15866,13376
272908,2023-01-20 11:22:28.549722,984524804,33,324,13228,11854,16127,14065
273232,2023-01-20 11:22:29.552278,985527325,33,323,13156,12178,16350,14273
273560,2023-01-20 11:22:30.554738,986529790,33,327,13264,11277,15581,13444
273883,2023-01-20 11:22:31.543323,987532737,33,322,13127,11653,16230,13712
274208,2023-01-20 11:22:32.545028,988534777,33,324,13210,11266,16318,14024
274533,2023-01-20 11:22:33.542035,989537378,33,324,13204,11327,15624,13554
274856,2023-01-20 11:22:34.544373,990539759,33,322,13127,11675,16049,13859
275181,2023-01-20 11:22:35.546955,991542308,33,324,13161,12188,16317,14135
275504,2023-01-20 11:22:36.552029,992547375,33,322,13127,11249,15803,13297
275828,2023-01-20 11:22:37.554398,993549743,33,323,13156,11762,16136,14014
276153,2023-01-20 11:22:38.556959,994552294,33,324,13228,11121,16339,13895
276476,2023-01-20 11:22:39.559498,995554823,33,322,13127,11214,15588,13400
276801,2023-01-20 11:22:40.562233,996557597,33,324,13165,11727,16282,13790
277125,2023-01-20 11:22:41.564858,997560183,33,323,13156,11029,16273,13648
277448,2023-01-20 11:22:42.547388,998562314,33,322,13127,11416,15793,13632
277772,2023-01-20 11:22:43.549737,999564776,33,323,13175,11755,16129,13966
278095,2023-01-20 11:22:44.552322,1000567380,33,322,13127,11200,16317,13819
278420,2023-01-20 11:22:45.555058,1001570099,33,324,13165,11467,15936,13508
278744,2023-01-20 11:22:46.557283,1002572341,33,323,13156,11971,16319,14177
279068,2023-01-20 11:22:47.559763,1003574816,33,323,13181,11199,16344,13667
279392,2023-01-20 11:22:48.562280,1004577354,33,323,13180,11409,15777,13598
279717,2023-01-20 11:22:49.564718,1005579771,33,324,13189,11907,16297,13930
280042,2023-01-20 11:22:50.567514,1006582578,33,324,13165,11233,16264,13766
280365,2023-01-20 11:22:51.549823,1007584763,33,322,13127,11525,15899,13736
280688,2023-01-20 11:22:52.552231,1008587302,33,322,13127,11864,16238,14072
281012,2023-01-20 11:22:53.554685,1009589764,33,323,13156,11295,16332,13585
281336,2023-01-20 11:22:54.557270,1010592348,33,323,13175,11562,15951,13559
281663,2023-01-20 11:22:55.560114,1011595198,33,326,13246,12056,16290,14237
282011,2023-01-20 11:22:56.562916,1012597982,33,347,14112,11279,16305,13690
282334,2023-01-20 11:22:57.564697,1013599774,33,322,13127,11489,15884,13628
282659,2023-01-20 11:22:58.567279,1014602345,33,324,13192,12151,16350,14330
282976,2023-01-20 11:22:59.569675,1015604706,33,316,12592,11166,16032,13567
283281,2023-01-20 11:23:00.552763,1016607511,33,304,12045,11698,16321,14058
283586,2023-01-20 11:23:01.554831,1017609661,33,304,12077,11423,16312,13825
283889,2023-01-20 11:23:02.557274,1018612218,33,302,12007,11483,16128,13676
284193,2023-01-20 11:23:03.559768,1019614729,33,303,12061,11731,16325,13915
284497,2023-01-20 11:23:04.562238,1020617259,33,303,12055,11295,16091,13711
284802,2023-01-20 11:23:05.565314,1021620329,33,304,12045,11543,16306,13942
285105,2023-01-20 11:23:06.567144,1022622164,33,302,12007,11408,16099,13767
285408,2023-01-20 11:23:07.569712,1023624689,33,302,12007,11656,16225,13974
285712,2023-01-20 11:23:08.572227,1024627212,33,303,12060,11245,16238,13804
286016,2023-01-20 11:23:09.574735,1025629702,33,303,12055,11330,16126,13645
286321,2023-01-20 11:23:10.577695,1026632686,33,304,12045,11578,16341,13865
286623,2023-01-20 11:23:11.563549,1027634712,33,301,11974,11249,15946,13643
286928,2023-01-20 11:23:12.562311,1028637243,33,304,12095,11409,16173,13826
287231,2023-01-20 11:23:13.564996,1029639981,33,302,12007,11657,16300,14035
